ma_gd,ma_kh,so_tien,trang_thai,thoi_gian
GD007449,KH01726,441000.0,THANH CONG,2026-03-08 20:32:00
GD007450,KH00363,832000.0,THANH CONG,2026-03-08 20:33:00
GD007451,KH00979,313000.0,THANH CONG,2026-03-08 20:34:00
GD007452,KH01915,286000.0,THAT BAI,2026-03-08 20:37:00
GD007453,KH00224,242000.0,THAT BAI,2026-03-08 20:49:00
GD007454,KH02664,603000.0,THANH CONG,2026-03-08 20:53:00
GD007455,KH01752,417000.0,THANH CONG,2026-03-08 20:53:00
GD007456,KH00435,211000.0,CHO XU LY,2026-03-08 20:57:00
GD007457,KH01283,1018000.0,THAT BAI,2026-03-08 20:58:00
GD007458,KH02428,364000.0,THANH CONG,2026-03-08 21:31:00
GD007459,KH01470,205000.0,THANH CONG,2026-03-08 21:57:00
GD007460,KH00369,224000.0,THANH CONG,2026-03-08 22:24:00
GD007461,KH00843,378000.0,THANH CONG,2026-03-08 22:28:00
GD007462,KH00123,895000.0,THANH CONG,2026-03-08 22:43:00
GD007463,KH01472,354000.0,THANH CONG,2026-03-08 22:45:00
GD007464,KH01804,95000.0,THANH CONG,2026-03-08 22:46:00
GD007465,KH02052,67000.0,THAT BAI,2026-03-08 22:48:00
GD007466,KH02068,2464000.0,THANH CONG,2026-03-08 22:50:00
GD007467,KH01956,328000.0,THANH CONG,2026-03-08 23:08:00
GD007468,KH00668,309000.0,THANH CONG,2026-03-08 23:20:00
GD007469,KH02191,319000.0,THANH CONG,2026-03-08 23:22:00
GD007470,KH01556,228000.0,THANH CONG,2026-03-08 23:37:00
GD007471,KH00516,176000.0,CHO XU LY,2026-03-08 23:53:00
GD007472,KH01782,374000.0,CHO XU LY,2026-03-09 00:10:00
GD007473,KH01278,539000.0,CHO XU LY,2026-03-09 00:37:00
GD007474,KH01323,167000.0,THAT BAI,2026-03-09 00:53:00
GD007475,KH00123,208000.0,THANH CONG,2026-03-09 00:58:00
GD007476,KH00977,297000.0,THAT BAI,2026-03-09 01:02:00
GD007477,KH02419,159000.0,THANH CONG,2026-03-09 01:25:00
GD007478,KH02283,792000.0,THANH CONG,2026-03-09 01:31:00
GD007479,KH00343,279000.0,THANH CONG,2026-03-09 01:37:00
GD007480,KH00282,176000.0,THANH CONG,2026-03-09 01:45:00
GD007481,KH02405,583000.0,THANH CONG,2026-03-09 02:32:00
GD007482,KH02111,272000.0,THANH CONG,2026-03-09 02:38:00
GD007483,KH01758,109000.0,THANH CONG,2026-03-09 02:58:00
GD007484,KH02319,2719000.0,THAT BAI,2026-03-09 03:02:00
GD007485,KH02517,86000.0,THANH CONG,2026-03-09 03:04:00
GD007486,KH02987,1726000.0,THANH CONG,2026-03-09 03:07:00
GD007487,KH02360,192000.0,THANH CONG,2026-03-09 03:13:00
GD007488,KH02526,206000.0,THANH CONG,2026-03-09 03:27:00
GD007489,KH02748,142000.0,THANH CONG,2026-03-09 03:54:00
GD007490,KH02466,969000.0,THANH CONG,2026-03-09 04:03:00
GD007491,KH02429,868000.0,THANH CONG,2026-03-09 05:00:00
GD007492,KH02750,211000.0,THANH CONG,2026-03-09 05:04:00
GD007493,KH00718,1163000.0,THANH CONG,2026-03-09 05:07:00
GD007494,KH02674,421000.0,THANH CONG,2026-03-09 05:08:00
GD007495,KH01821,774000.0,THANH CONG,2026-03-09 05:11:00
GD007496,KH01496,1026000.0,THANH CONG,2026-03-09 05:16:00
GD007497,KH02468,2085000.0,THAT BAI,2026-03-09 05:22:00
GD007498,KH00495,350000.0,THAT BAI,2026-03-09 05:23:00
GD007499,KH00189,868000.0,THANH CONG,2026-03-09 05:26:00
GD007500,KH00099,988000.0,THANH CONG,2026-03-09 05:35:00
GD007501,KH00305,203000.0,THANH CONG,2026-03-09 05:35:00
GD007502,KH01774,223000.0,THANH CONG,2026-03-09 06:06:00
GD007503,KH00277,107000.0,THANH CONG,2026-03-09 06:31:00
GD007504,KH00757,620000.0,THANH CONG,2026-03-09 06:37:00
GD007505,KH00002,240000.0,THANH CONG,2026-03-09 06:42:00
GD007506,KH01685,1007000.0,THANH CONG,2026-03-09 06:54:00
GD007507,KH01384,113000.0,THAT BAI,2026-03-09 07:10:00
GD007508,KH02146,544000.0,CHO XU LY,2026-03-09 07:16:00
GD007509,KH00557,704000.0,THANH CONG,2026-03-09 07:21:00
GD007510,KH00002,209000.0,THANH CONG,2026-03-09 07:29:00
GD007511,KH01427,267000.0,THAT BAI,2026-03-09 07:30:00
GD007512,KH00018,920000.0,THANH CONG,2026-03-09 08:15:00
GD007513,KH01390,254000.0,THANH CONG,2026-03-09 08:21:00
GD007514,KH02229,198000.0,THANH CONG,2026-03-09 08:38:00
GD007515,KH00079,982000.0,THANH CONG,2026-03-09 08:57:00
GD007516,KH02818,154000.0,THANH CONG,2026-03-09 09:40:00
GD007517,KH01540,1081000.0,THANH CONG,2026-03-09 09:43:00
GD007518,KH01792,307000.0,THANH CONG,2026-03-09 09:48:00
GD007519,KH02843,813000.0,THANH CONG,2026-03-09 09:53:00
GD007520,KH01666,971000.0,CHO XU LY,2026-03-09 09:59:00
GD007521,KH00077,419000.0,THANH CONG,2026-03-09 10:03:00
GD007522,KH01063,132000.0,THAT BAI,2026-03-09 10:08:00
GD007523,KH02131,269000.0,CHO XU LY,2026-03-09 10:11:00
GD007524,KH00832,1898000.0,CHO XU LY,2026-03-09 10:15:00
GD007525,KH00579,163000.0,THANH CONG,2026-03-09 10:26:00
GD007526,KH02161,317000.0,THANH CONG,2026-03-09 10:34:00
GD007527,KH01540,856000.0,THANH CONG,2026-03-09 11:01:00
GD007528,KH01101,798000.0,THAT BAI,2026-03-09 11:26:00
GD007529,KH00052,474000.0,THANH CONG,2026-03-09 11:48:00
GD007530,KH00318,320000.0,THANH CONG,2026-03-09 12:00:00
GD007531,KH00146,1208000.0,THANH CONG,2026-03-09 12:34:00
GD007532,KH01893,857000.0,THANH CONG,2026-03-09 12:45:00
GD007533,KH01582,764000.0,THANH CONG,2026-03-09 12:46:00
GD007534,KH01765,478000.0,THANH CONG,2026-03-09 12:57:00
GD007535,KH00721,355000.0,THANH CONG,2026-03-09 13:14:00
GD007536,KH00690,1015000.0,THAT BAI,2026-03-09 13:51:00
GD007537,KH00952,33000.0,THANH CONG,2026-03-09 14:14:00
GD007538,KH02694,446000.0,THANH CONG,2026-03-09 14:42:00
GD007539,KH02608,398000.0,THAT BAI,2026-03-09 14:52:00
GD007540,KH01760,1643000.0,THANH CONG,2026-03-09 15:10:00
GD007541,KH02601,203000.0,THAT BAI,2026-03-09 15:13:00
GD007542,KH01917,879000.0,THANH CONG,2026-03-09 15:23:00
GD007543,KH01155,1117000.0,THANH CONG,2026-03-09 15:27:00
GD007544,KH00146,1200000.0,THAT BAI,2026-03-09 15:27:00
GD007545,KH00359,621000.0,THANH CONG,2026-03-09 15:33:00
GD007546,KH01137,2215000.0,THANH CONG,2026-03-09 15:33:00
GD007547,KH00447,587000.0,THANH CONG,2026-03-09 15:36:00
GD007548,KH01684,687000.0,THANH CONG,2026-03-09 15:43:00
GD007549,KH01726,512000.0,THAT BAI,2026-03-09 16:00:00
GD007550,KH00216,1983000.0,THANH CONG,2026-03-09 16:03:00
GD007551,KH01042,464000.0,THANH CONG,2026-03-09 16:13:00
GD007552,KH02301,949000.0,THANH CONG,2026-03-09 16:18:00
GD007553,KH02983,367000.0,THANH CONG,2026-03-09 16:30:00
GD007554,KH01611,118000.0,THANH CONG,2026-03-09 16:35:00
GD007555,KH00801,137000.0,THANH CONG,2026-03-09 16:42:00
GD007556,KH02547,126000.0,THANH CONG,2026-03-09 16:42:00
GD007557,KH01254,518000.0,THANH CONG,2026-03-09 17:07:00
GD007558,KH01288,272000.0,THANH CONG,2026-03-09 17:26:00
GD007559,KH00151,44000.0,THANH CONG,2026-03-09 17:32:00
GD007560,KH02161,612000.0,THANH CONG,2026-03-09 17:35:00
GD007561,KH01399,1570000.0,THANH CONG,2026-03-09 18:12:00
GD007562,KH02561,192000.0,THAT BAI,2026-03-09 18:33:00
GD007563,KH01966,222000.0,THANH CONG,2026-03-09 18:44:00
GD007564,KH02612,1411000.0,THANH CONG,2026-03-09 18:58:00
GD007565,KH02374,913000.0,THANH CONG,2026-03-09 19:07:00
GD007566,KH01238,654000.0,THANH CONG,2026-03-09 19:22:00
GD007567,KH01292,195000.0,THANH CONG,2026-03-09 19:43:00
GD007568,KH02386,194000.0,THANH CONG,2026-03-09 20:41:00
GD007569,KH00670,1095000.0,THANH CONG,2026-03-09 20:48:00
GD007570,KH00342,185000.0,THANH CONG,2026-03-09 21:05:00
GD007571,KH02816,326000.0,THANH CONG,2026-03-09 21:11:00
GD007572,KH02201,952000.0,THANH CONG,2026-03-09 21:14:00
GD007573,KH00771,780000.0,THAT BAI,2026-03-09 21:17:00
GD007574,KH00341,1024000.0,CHO XU LY,2026-03-09 22:30:00
GD007575,KH02701,203000.0,THAT BAI,2026-03-09 23:01:00
GD007576,KH02737,551000.0,THANH CONG,2026-03-09 23:08:00
GD007577,KH01466,172000.0,THAT BAI,2026-03-09 23:11:00
GD007578,KH00986,701000.0,CHO XU LY,2026-03-09 23:27:00
GD007579,KH02168,544000.0,THANH CONG,2026-03-09 23:29:00
GD007580,KH01140,232000.0,THANH CONG,2026-03-09 23:38:00
GD007581,KH01259,572000.0,THANH CONG,2026-03-09 23:38:00
GD007582,KH02101,467000.0,THANH CONG,2026-03-09 23:40:00
GD007583,KH02822,506000.0,THANH CONG,2026-03-09 23:48:00
GD007584,KH02840,447000.0,THANH CONG,2026-03-10 00:20:00
GD007585,KH02567,1031000.0,THANH CONG,2026-03-10 00:39:00
GD007586,KH02263,604000.0,THANH CONG,2026-03-10 00:42:00
GD007587,KH01582,147000.0,THANH CONG,2026-03-10 01:19:00
GD007588,KH00285,1370000.0,THANH CONG,2026-03-10 01:23:00
GD007589,KH00232,219000.0,THANH CONG,2026-03-10 01:29:00
GD007590,KH00400,373000.0,THANH CONG,2026-03-10 01:37:00
GD007591,KH01108,209000.0,THANH CONG,2026-03-10 01:40:00
GD007592,KH00574,126000.0,THANH CONG,2026-03-10 02:01:00
GD007593,KH01473,1010000.0,THANH CONG,2026-03-10 02:13:00
GD007594,KH01713,468000.0,THANH CONG,2026-03-10 02:41:00
GD007595,KH00654,296000.0,THANH CONG,2026-03-10 02:43:00
GD007596,KH00273,1094000.0,THAT BAI,2026-03-10 03:06:00
GD007597,KH01095,237000.0,THANH CONG,2026-03-10 03:23:00
GD007598,KH00928,474000.0,THAT BAI,2026-03-10 03:31:00
GD007599,KH00242,807000.0,THANH CONG,2026-03-10 03:40:00
GD007600,KH00469,703000.0,THANH CONG,2026-03-10 03:42:00
GD007601,KH01973,235000.0,THANH CONG,2026-03-10 03:43:00
GD007602,KH02087,452000.0,THANH CONG,2026-03-10 04:28:00
GD007603,KH00651,313000.0,THANH CONG,2026-03-10 04:29:00
GD007604,KH00270,597000.0,THANH CONG,2026-03-10 04:29:00
GD007605,KH02558,734000.0,THANH CONG,2026-03-10 04:37:00
GD007606,KH01537,421000.0,THANH CONG,2026-03-10 04:46:00
GD007607,KH01009,302000.0,THAT BAI,2026-03-10 04:46:00
GD007608,KH00982,259000.0,THANH CONG,2026-03-10 05:04:00
GD007609,KH01558,201000.0,CHO XU LY,2026-03-10 05:15:00
GD007610,KH01933,283000.0,THANH CONG,2026-03-10 05:20:00
GD007611,KH00457,203000.0,THANH CONG,2026-03-10 05:32:00
GD007612,KH01742,332000.0,THANH CONG,2026-03-10 05:37:00
GD007613,KH01502,98000.0,CHO XU LY,2026-03-10 06:21:00
GD007614,KH01158,397000.0,THANH CONG,2026-03-10 06:38:00
GD007615,KH01026,1702000.0,THANH CONG,2026-03-10 06:46:00
GD007616,KH01946,423000.0,THAT BAI,2026-03-10 06:49:00
GD007617,KH02972,1754000.0,THANH CONG,2026-03-10 07:21:00
GD007618,KH02368,63000.0,THAT BAI,2026-03-10 07:25:00
GD007619,KH00788,871000.0,THAT BAI,2026-03-10 07:30:00
GD007620,KH02205,439000.0,THANH CONG,2026-03-10 07:41:00
GD007621,KH00863,388000.0,THAT BAI,2026-03-10 07:52:00
GD007622,KH00373,1092000.0,THANH CONG,2026-03-10 08:17:00
GD007623,KH01704,286000.0,THANH CONG,2026-03-10 08:59:00
GD007624,KH02850,485000.0,THAT BAI,2026-03-10 09:11:00
GD007625,KH02817,2222000.0,THANH CONG,2026-03-10 09:14:00
GD007626,KH02036,423000.0,THANH CONG,2026-03-10 09:19:00
GD007627,KH00840,1089000.0,CHO XU LY,2026-03-10 09:44:00
GD007628,KH00098,266000.0,THANH CONG,2026-03-10 10:11:00
GD007629,KH00399,344000.0,THANH CONG,2026-03-10 10:15:00
GD007630,KH00429,318000.0,THANH CONG,2026-03-10 10:26:00
GD007631,KH01205,245000.0,THANH CONG,2026-03-10 10:27:00
GD007632,KH02044,87000.0,THANH CONG,2026-03-10 10:41:00
GD007633,KH00622,901000.0,CHO XU LY,2026-03-10 10:49:00
GD007634,KH01677,390000.0,THANH CONG,2026-03-10 11:00:00
GD007635,KH01160,137000.0,THANH CONG,2026-03-10 11:23:00
GD007636,KH02391,387000.0,THAT BAI,2026-03-10 11:27:00
GD007637,KH02422,1341000.0,THANH CONG,2026-03-10 11:38:00
GD007638,KH01454,304000.0,THANH CONG,2026-03-10 11:48:00
GD007639,KH01085,881000.0,THAT BAI,2026-03-10 12:53:00
GD007640,KH00998,1592000.0,THANH CONG,2026-03-10 13:43:00
GD007641,KH02000,538000.0,THANH CONG,2026-03-10 13:43:00
GD007642,KH02662,225000.0,THANH CONG,2026-03-10 13:45:00
GD007643,KH00687,818000.0,THAT BAI,2026-03-10 14:06:00
GD007644,KH02731,246000.0,THANH CONG,2026-03-10 14:25:00
GD007645,KH00008,645000.0,THANH CONG,2026-03-10 14:26:00
GD007646,KH02897,192000.0,CHO XU LY,2026-03-10 14:35:00
GD007647,KH02742,2019000.0,THANH CONG,2026-03-10 15:06:00
GD007648,KH01202,212000.0,THANH CONG,2026-03-10 15:13:00
GD007649,KH02265,325000.0,CHO XU LY,2026-03-10 15:47:00
GD007650,KH02121,57000.0,THANH CONG,2026-03-10 15:55:00
GD007651,KH02404,750000.0,THANH CONG,2026-03-10 16:27:00
GD007652,KH00713,169000.0,THANH CONG,2026-03-10 16:42:00
GD007653,KH02490,1265000.0,THANH CONG,2026-03-10 16:53:00
GD007654,KH02898,2152000.0,THANH CONG,2026-03-10 17:05:00
GD007655,KH01153,214000.0,THANH CONG,2026-03-10 17:07:00
GD007656,KH00082,168000.0,THAT BAI,2026-03-10 17:20:00
GD007657,KH01075,190000.0,THANH CONG,2026-03-10 17:20:00
GD007658,KH01939,2950000.0,THANH CONG,2026-03-10 17:29:00
GD007659,KH02538,247000.0,THAT BAI,2026-03-10 17:38:00
GD007660,KH00123,97000.0,THANH CONG,2026-03-10 17:39:00
GD007661,KH00575,770000.0,THANH CONG,2026-03-10 18:16:00
GD007662,KH01131,331000.0,THAT BAI,2026-03-10 18:20:00
GD007663,KH02397,218000.0,THANH CONG,2026-03-10 18:27:00
GD007664,KH00762,379000.0,THANH CONG,2026-03-10 18:37:00
GD007665,KH02066,340000.0,THANH CONG,2026-03-10 18:41:00
GD007666,KH02078,100000.0,THANH CONG,2026-03-10 18:47:00
GD007667,KH00115,300000.0,THANH CONG,2026-03-10 18:47:00
GD007668,KH01050,796000.0,THANH CONG,2026-03-10 18:48:00
GD007669,KH02834,384000.0,THAT BAI,2026-03-10 19:09:00
GD007670,KH01632,726000.0,THANH CONG,2026-03-10 19:52:00
GD007671,KH01651,352000.0,CHO XU LY,2026-03-10 20:10:00
GD007672,KH02352,599000.0,THANH CONG,2026-03-10 20:26:00
GD007673,KH02272,531000.0,THANH CONG,2026-03-10 20:39:00
GD007674,KH02779,1780000.0,THANH CONG,2026-03-10 21:17:00
GD007675,KH02587,773000.0,THANH CONG,2026-03-10 21:21:00
GD007676,KH01202,215000.0,THANH CONG,2026-03-10 21:40:00
GD007677,KH02844,648000.0,THAT BAI,2026-03-10 21:56:00
GD007678,KH00066,415000.0,THANH CONG,2026-03-10 22:28:00
GD007679,KH01979,174000.0,THAT BAI,2026-03-10 23:31:00
GD007680,KH02631,4990000.0,THANH CONG,2026-03-10 23:43:00
GD007681,KH02525,2135000.0,THANH CONG,2026-03-11 00:18:00
GD007682,KH01780,590000.0,THANH CONG,2026-03-11 00:19:00
GD007683,KH01251,763000.0,THANH CONG,2026-03-11 00:29:00
GD007684,KH00326,385000.0,THANH CONG,2026-03-11 00:33:00
GD007685,KH01788,266000.0,THANH CONG,2026-03-11 00:39:00
GD007686,KH01448,592000.0,THAT BAI,2026-03-11 00:59:00
GD007687,KH02635,547000.0,THANH CONG,2026-03-11 01:15:00
GD007688,KH01200,91000.0,THANH CONG,2026-03-11 01:22:00
GD007689,KH02956,1410000.0,THANH CONG,2026-03-11 01:23:00
GD007690,KH01028,338000.0,THANH CONG,2026-03-11 01:23:00
GD007691,KH01797,471000.0,THAT BAI,2026-03-11 01:25:00
GD007692,KH02623,361000.0,THANH CONG,2026-03-11 01:39:00
GD007693,KH02893,421000.0,THANH CONG,2026-03-11 01:46:00
GD007694,KH01207,751000.0,THANH CONG,2026-03-11 02:04:00
GD007695,KH02411,915000.0,THANH CONG,2026-03-11 02:50:00
GD007696,KH00505,2614000.0,THANH CONG,2026-03-11 03:34:00
GD007697,KH00728,429000.0,THAT BAI,2026-03-11 04:05:00
GD007698,KH01570,65000.0,THANH CONG,2026-03-11 04:22:00
GD007699,KH02161,308000.0,THANH CONG,2026-03-11 04:22:00
GD007700,KH02789,2317000.0,THAT BAI,2026-03-11 04:47:00
GD007701,KH02204,1931000.0,THAT BAI,2026-03-11 04:48:00
GD007702,KH00436,2191000.0,THANH CONG,2026-03-11 04:58:00
GD007703,KH01716,747000.0,THANH CONG,2026-03-11 05:21:00
GD007704,KH01243,181000.0,CHO XU LY,2026-03-11 05:32:00
GD007705,KH02156,128000.0,THANH CONG,2026-03-11 06:03:00
GD007706,KH02308,832000.0,THANH CONG,2026-03-11 06:11:00
GD007707,KH02670,5382000.0,THAT BAI,2026-03-11 06:20:00
GD007708,KH02944,460000.0,THANH CONG,2026-03-11 06:36:00
GD007709,KH00796,547000.0,THANH CONG,2026-03-11 06:53:00
GD007710,KH02602,200000.0,THANH CONG,2026-03-11 07:22:00
GD007711,KH02376,948000.0,THANH CONG,2026-03-11 07:23:00
GD007712,KH00554,287000.0,THANH CONG,2026-03-11 07:23:00
GD007713,KH00474,294000.0,THANH CONG,2026-03-11 07:31:00
GD007714,KH00048,845000.0,CHO XU LY,2026-03-11 07:31:00
GD007715,KH02210,4670000.0,THAT BAI,2026-03-11 07:49:00
GD007716,KH02941,1006000.0,THAT BAI,2026-03-11 08:10:00
GD007717,KH02280,882000.0,THANH CONG,2026-03-11 08:20:00
GD007718,KH00142,1230000.0,THANH CONG,2026-03-11 08:21:00
GD007719,KH01532,644000.0,THANH CONG,2026-03-11 08:37:00
GD007720,KH00676,250000.0,THANH CONG,2026-03-11 08:52:00
GD007721,KH00985,675000.0,THANH CONG,2026-03-11 09:07:00
GD007722,KH02075,836000.0,THANH CONG,2026-03-11 09:43:00
GD007723,KH00974,391000.0,THANH CONG,2026-03-11 10:00:00
GD007724,KH02640,1066000.0,THANH CONG,2026-03-11 10:10:00
GD007725,KH01714,631000.0,THANH CONG,2026-03-11 10:17:00
GD007726,KH00102,611000.0,THANH CONG,2026-03-11 10:28:00
GD007727,KH01815,1183000.0,THANH CONG,2026-03-11 10:32:00
GD007728,KH01231,122000.0,THANH CONG,2026-03-11 10:48:00
GD007729,KH01473,232000.0,THANH CONG,2026-03-11 10:58:00
GD007730,KH00886,146000.0,THANH CONG,2026-03-11 11:17:00
GD007731,KH00448,81000.0,THANH CONG,2026-03-11 11:26:00
GD007732,KH01697,320000.0,CHO XU LY,2026-03-11 11:43:00
GD007733,KH00240,162000.0,THANH CONG,2026-03-11 11:53:00
GD007734,KH00741,3157000.0,THANH CONG,2026-03-11 12:05:00
GD007735,KH00710,480000.0,CHO XU LY,2026-03-11 12:20:00
GD007736,KH01576,385000.0,THANH CONG,2026-03-11 12:24:00
GD007737,KH01923,470000.0,THANH CONG,2026-03-11 13:26:00
GD007738,KH02924,589000.0,THANH CONG,2026-03-11 13:40:00
GD007739,KH00205,1061000.0,THANH CONG,2026-03-11 13:49:00
GD007740,KH00207,769000.0,THANH CONG,2026-03-11 13:51:00
GD007741,KH02179,224000.0,THANH CONG,2026-03-11 13:57:00
GD007742,KH00254,471000.0,THANH CONG,2026-03-11 14:42:00
GD007743,KH02303,432000.0,THANH CONG,2026-03-11 15:16:00
GD007744,KH02915,734000.0,THANH CONG,2026-03-11 15:28:00
GD007745,KH02928,751000.0,THANH CONG,2026-03-11 15:32:00
GD007746,KH00244,119000.0,THANH CONG,2026-03-11 15:38:00
GD007747,KH01236,175000.0,THAT BAI,2026-03-11 15:42:00
GD007748,KH01319,237000.0,THANH CONG,2026-03-11 16:08:00
GD007749,KH01258,1019000.0,THANH CONG,2026-03-11 16:29:00
GD007750,KH02146,1364000.0,THAT BAI,2026-03-11 16:37:00
GD007751,KH01904,601000.0,THANH CONG,2026-03-11 16:51:00
GD007752,KH02010,144000.0,THANH CONG,2026-03-11 17:01:00
GD007753,KH00607,2182000.0,CHO XU LY,2026-03-11 17:28:00
GD007754,KH02353,121000.0,THAT BAI,2026-03-11 17:28:00
GD007755,KH00585,426000.0,THANH CONG,2026-03-11 18:06:00
GD007756,KH00263,661000.0,THANH CONG,2026-03-11 18:27:00
GD007757,KH02622,195000.0,THANH CONG,2026-03-11 18:45:00
GD007758,KH00233,2950000.0,THAT BAI,2026-03-11 18:56:00
GD007759,KH02109,885000.0,THAT BAI,2026-03-11 18:59:00
GD007760,KH00850,1670000.0,CHO XU LY,2026-03-11 19:22:00
GD007761,KH00117,366000.0,THANH CONG,2026-03-11 19:37:00
GD007762,KH00644,32000.0,THANH CONG,2026-03-11 20:03:00
GD007763,KH02605,413000.0,THANH CONG,2026-03-11 20:29:00
GD007764,KH02546,175000.0,THAT BAI,2026-03-11 20:39:00
GD007765,KH02890,71000.0,THAT BAI,2026-03-11 20:44:00
GD007766,KH00374,253000.0,THANH CONG,2026-03-11 20:54:00
GD007767,KH00574,136000.0,THANH CONG,2026-03-11 20:55:00
GD007768,KH02946,377000.0,THANH CONG,2026-03-11 21:01:00
GD007769,KH00738,41000.0,THAT BAI,2026-03-11 21:06:00
GD007770,KH00353,180000.0,THANH CONG,2026-03-11 21:32:00
GD007771,KH00509,267000.0,THANH CONG,2026-03-11 21:37:00
GD007772,KH00192,727000.0,THANH CONG,2026-03-11 21:37:00
GD007773,KH01810,188000.0,THANH CONG,2026-03-11 21:39:00
GD007774,KH02299,1228000.0,THANH CONG,2026-03-11 22:06:00
GD007775,KH00820,259000.0,THANH CONG,2026-03-11 22:22:00
GD007776,KH01736,935000.0,THANH CONG,2026-03-11 22:28:00
GD007777,KH01982,354000.0,THANH CONG,2026-03-11 22:34:00
GD007778,KH02235,536000.0,THANH CONG,2026-03-11 22:40:00
GD007779,KH02131,1011000.0,THANH CONG,2026-03-11 23:11:00
GD007780,KH01586,434000.0,THANH CONG,2026-03-11 23:11:00
GD007781,KH01775,559000.0,THANH CONG,2026-03-11 23:39:00
GD007782,KH00211,794000.0,THANH CONG,2026-03-11 23:49:00
GD007783,KH01654,431000.0,THANH CONG,2026-03-12 00:01:00
GD007784,KH00443,771000.0,THANH CONG,2026-03-12 00:25:00
GD007785,KH00537,896000.0,THANH CONG,2026-03-12 00:27:00
GD007786,KH00149,428000.0,THAT BAI,2026-03-12 01:15:00
GD007787,KH01636,194000.0,THANH CONG,2026-03-12 01:19:00
GD007788,KH00874,1289000.0,THANH CONG,2026-03-12 01:36:00
GD007789,KH02737,246000.0,THANH CONG,2026-03-12 01:47:00
GD007790,KH01393,269000.0,THANH CONG,2026-03-12 02:12:00
GD007791,KH00088,736000.0,THANH CONG,2026-03-12 02:18:00
GD007792,KH01001,102000.0,THANH CONG,2026-03-12 02:19:00
GD007793,KH00806,1253000.0,THANH CONG,2026-03-12 02:22:00
GD007794,KH00089,117000.0,THANH CONG,2026-03-12 02:57:00
GD007795,KH01402,1654000.0,THANH CONG,2026-03-12 02:59:00
GD007796,KH02031,1059000.0,THANH CONG,2026-03-12 03:09:00
GD007797,KH01981,487000.0,THANH CONG,2026-03-12 03:21:00
GD007798,KH00339,98000.0,THAT BAI,2026-03-12 03:25:00
GD007799,KH00841,858000.0,THANH CONG,2026-03-12 03:35:00
GD007800,KH00940,167000.0,THANH CONG,2026-03-12 03:51:00
GD007801,KH00566,261000.0,THANH CONG,2026-03-12 04:38:00
GD007802,KH01097,171000.0,THANH CONG,2026-03-12 04:41:00
GD007803,KH01287,155000.0,THANH CONG,2026-03-12 05:18:00
GD007804,KH00286,211000.0,THANH CONG,2026-03-12 05:26:00
GD007805,KH02614,828000.0,THANH CONG,2026-03-12 05:47:00
GD007806,KH01438,1617000.0,THAT BAI,2026-03-12 05:52:00
GD007807,KH02946,337000.0,CHO XU LY,2026-03-12 05:57:00
GD007808,KH02176,1005000.0,THAT BAI,2026-03-12 06:16:00
GD007809,KH01620,1736000.0,THANH CONG,2026-03-12 06:18:00
GD007810,KH00712,1252000.0,THANH CONG,2026-03-12 06:31:00
GD007811,KH00241,328000.0,THAT BAI,2026-03-12 06:36:00
GD007812,KH02390,320000.0,THANH CONG,2026-03-12 06:46:00
GD007813,KH00010,201000.0,THAT BAI,2026-03-12 07:17:00
GD007814,KH01368,57000.0,THANH CONG,2026-03-12 07:18:00
GD007815,KH01689,447000.0,THANH CONG,2026-03-12 07:42:00
GD007816,KH02225,244000.0,THANH CONG,2026-03-12 07:50:00
GD007817,KH02874,1275000.0,CHO XU LY,2026-03-12 08:17:00
GD007818,KH00756,484000.0,THANH CONG,2026-03-12 08:23:00
GD007819,KH00835,176000.0,THANH CONG,2026-03-12 08:29:00
GD007820,KH01694,442000.0,THAT BAI,2026-03-12 08:31:00
GD007821,KH00400,2691000.0,THANH CONG,2026-03-12 08:33:00
GD007822,KH02350,644000.0,THANH CONG,2026-03-12 08:39:00
GD007823,KH02702,297000.0,THANH CONG,2026-03-12 09:19:00
GD007824,KH01163,1042000.0,CHO XU LY,2026-03-12 09:32:00
GD007825,KH02716,721000.0,THANH CONG,2026-03-12 09:35:00
GD007826,KH02103,144000.0,THANH CONG,2026-03-12 10:18:00
GD007827,KH01503,98000.0,THANH CONG,2026-03-12 10:55:00
GD007828,KH02473,342000.0,THAT BAI,2026-03-12 11:01:00
GD007829,KH02572,302000.0,THANH CONG,2026-03-12 11:24:00
GD007830,KH00950,2217000.0,THANH CONG,2026-03-12 11:31:00
GD007831,KH00986,156000.0,THAT BAI,2026-03-12 11:43:00
GD007832,KH01584,792000.0,THANH CONG,2026-03-12 11:44:00
GD007833,KH02591,832000.0,THAT BAI,2026-03-12 11:45:00
GD007834,KH01084,250000.0,THAT BAI,2026-03-12 12:02:00
GD007835,KH01885,154000.0,THANH CONG,2026-03-12 12:19:00
GD007836,KH01175,665000.0,THANH CONG,2026-03-12 12:35:00
GD007837,KH00559,385000.0,THANH CONG,2026-03-12 13:01:00
GD007838,KH00767,1117000.0,THANH CONG,2026-03-12 13:04:00
GD007839,KH00068,227000.0,THAT BAI,2026-03-12 13:13:00
GD007840,KH02083,202000.0,CHO XU LY,2026-03-12 13:13:00
GD007841,KH00071,235000.0,THANH CONG,2026-03-12 13:20:00
GD007842,KH01561,444000.0,THANH CONG,2026-03-12 13:43:00
GD007843,KH00645,253000.0,THANH CONG,2026-03-12 13:57:00
GD007844,KH01938,774000.0,THANH CONG,2026-03-12 14:07:00
