so_bao_danh,ma_tinh,diem_toan,diem_van,diem_anh
18001551,18,6.5,7.25,3.75
03001552,03,6.5,6.75,4.75
42001553,42,8.0,5.5,7.0
27001554,27,6.5,5.5,2.5
07001555,07,6.75,9.0,4.5
34001556,34,5.5,6.5,5.75
12001557,12,6.0,8.5,4.0
31001558,31,5.5,9.5,4.25
14001559,14,5.5,6.25,5.5
41001560,41,6.0,5.75,7.0
20001561,20,5.0,7.75,6.0
51001562,51,5.25,8.0,10.0
16001563,16,6.0,6.25,8.0
46001564,46,3.25,8.25,4.5
01001565,01,6.5,6.25,6.25
48001566,48,9.75,6.5,5.75
59001567,59,5.75,8.75,5.75
12001568,12,7.75,6.75,9.5
25001569,25,5.5,5.0,7.25
18001570,18,8.0,7.0,4.5
54001571,54,8.0,7.75,5.25
14001572,14,10.0,6.25,8.25
13001573,13,6.75,6.0,7.75
32001574,32,6.5,5.75,3.5
57001575,57,5.0,6.0,4.5
63001576,63,8.5,6.0,5.75
31001577,31,5.5,6.0,9.25
01001578,01,7.75,6.75,9.5
12001579,12,8.5,4.75,4.25
01001580,01,5.0,7.5,7.25
04001581,04,7.75,7.5,4.0
57001582,57,7.75,7.0,7.25
07001583,07,1.5,6.5,5.25
42001584,42,5.5,7.5,4.75
21001585,21,7.0,5.25,6.25
49001586,49,4.75,7.25,10.0
17001587,17,8.0,6.25,1.25
14001588,14,10.0,7.5,8.75
01001589,01,8.75,6.5,6.5
22001590,22,8.75,8.25,7.25
59001591,59,7.5,7.75,4.0
03001592,03,8.0,8.0,6.75
37001593,37,8.0,7.0,6.25
35001594,35,3.5,6.5,7.75
23001595,23,6.0,7.0,7.25
31001596,31,9.25,5.25,2.5
19001597,19,6.0,7.5,4.75
46001598,46,4.25,6.5,4.25
54001599,54,8.75,6.5,5.5
27001600,27,6.5,8.0,8.25
32001601,32,6.0,8.5,4.5
40001602,40,6.75,8.5,6.5
14001603,14,4.5,5.25,5.5
04001604,04,4.25,4.75,4.0
11001605,11,8.0,8.5,8.0
43001606,43,7.0,7.75,4.0
40001607,40,2.75,6.5,8.0
47001608,47,7.5,4.75,7.75
43001609,43,6.75,7.25,5.25
16001610,16,8.0,5.25,6.75
54001611,54,5.25,7.0,5.75
25001612,25,6.25,6.75,5.0
55001613,55,8.5,6.25,6.75
42001614,42,7.0,8.0,3.25
29001615,29,5.25,8.5,5.5
23001616,23,5.75,6.75,5.0
56001617,56,6.5,3.75,6.25
02001618,02,6.75,6.75,4.25
24001619,24,6.5,6.25,4.0
33001620,33,6.25,5.25,6.75
19001621,19,7.0,5.5,5.0
39001622,39,6.0,5.5,6.0
33001623,33,8.0,5.5,5.0
01001624,01,6.0,5.0,7.75
39001625,39,7.75,7.25,4.5
07001626,07,5.75,4.75,4.5
51001627,51,7.25,5.25,10.0
31001628,31,7.75,8.25,5.75
04001629,04,5.5,8.25,6.5
11001630,11,7.5,8.25,4.75
07001631,07,4.75,6.75,5.0
03001632,03,5.0,6.5,5.0
39001633,39,8.0,8.25,4.25
23001634,23,5.75,6.5,6.25
30001635,30,7.0,5.5,9.5
08001636,08,3.75,5.0,5.5
35001637,35,7.5,5.0,6.5
12001638,12,10.0,7.0,4.5
18001639,18,10.0,6.25,9.75
18001640,18,6.25,4.75,4.25
25001641,25,4.5,8.0,4.75
62001642,62,8.75,5.0,8.0
59001643,59,6.5,6.25,4.25
01001644,01,7.25,7.0,3.75
02001645,02,9.0,8.0,3.25
12001646,12,8.0,5.75,7.25
51001647,51,7.5,8.0,6.75
48001648,48,6.0,7.0,7.25
39001649,39,8.75,7.5,4.5
59001650,59,5.0,4.75,3.25
17001651,17,5.5,4.0,2.0
01001652,01,6.0,6.75,6.25
17001653,17,6.0,6.25,7.0
15001654,15,4.5,8.25,8.25
49001655,49,5.5,7.25,2.75
09001656,09,2.0,7.25,6.75
10001657,10,5.25,5.5,8.5
30001658,30,7.75,6.5,5.0
24001659,24,6.0,5.75,4.0
42001660,42,7.25,7.75,7.5
17001661,17,8.25,5.25,4.75
06001662,06,6.0,8.0,5.25
37001663,37,5.25,7.75,5.75
13001664,13,9.5,6.25,4.25
19001665,19,6.5,5.5,7.5
61001666,61,4.0,7.0,5.0
49001667,49,5.5,5.5,3.75
38001668,38,7.5,6.5,7.75
60001669,60,7.5,6.75,3.25
39001670,39,5.5,5.75,6.0
48001671,48,4.5,7.0,6.25
15001672,15,4.25,8.0,5.25
42001673,42,7.0,6.0,4.0
27001674,27,7.25,7.25,5.0
26001675,26,7.0,6.75,10.0
21001676,21,4.25,7.25,8.75
56001677,56,6.75,6.5,4.5
28001678,28,6.75,9.5,5.25
48001679,48,9.25,6.5,7.75
49001680,49,7.75,4.75,6.25
53001681,53,6.75,6.5,3.75
26001682,26,8.0,5.0,2.0
02001683,02,7.75,7.75,6.75
54001684,54,2.25,8.0,1.5
33001685,33,6.75,6.25,7.75
16001686,16,8.0,8.25,4.5
14001687,14,6.25,9.0,7.0
48001688,48,3.75,7.25,7.75
34001689,34,6.75,4.0,3.75
44001690,44,7.5,7.25,10.0
04001691,04,6.25,4.75,6.5
36001692,36,7.25,6.25,6.5
37001693,37,5.0,8.25,5.75
51001694,51,6.5,5.5,5.75
33001695,33,4.75,7.5,6.25
50001696,50,5.75,7.5,4.0
57001697,57,5.75,6.0,5.5
37001698,37,2.5,8.0,4.0
15001699,15,7.25,9.0,4.75
33001700,33,5.25,7.5,5.75
52001701,52,4.75,5.5,5.5
32001702,32,4.25,5.75,6.75
04001703,04,5.75,6.75,8.75
52001704,52,8.25,5.75,4.25
12001705,12,8.0,5.25,2.5
19001706,19,6.5,6.25,6.0
23001707,23,6.5,6.0,6.5
29001708,29,7.25,6.5,7.75
39001709,39,7.5,5.25,6.5
25001710,25,4.0,5.5,4.0
22001711,22,10.0,7.5,2.0
19001712,19,5.5,6.0,4.0
56001713,56,6.5,8.0,8.5
43001714,43,6.5,7.5,5.75
41001715,41,3.5,5.75,4.75
36001716,36,8.25,7.5,3.25
38001717,38,5.25,8.75,3.5
02001718,02,8.75,7.5,4.25
20001719,20,5.5,7.0,6.0
48001720,48,6.0,9.5,7.25
38001721,38,6.0,7.0,4.0
06001722,06,10.0,8.0,3.5
29001723,29,7.25,5.0,7.25
18001724,18,5.75,6.0,5.75
23001725,23,8.25,5.5,4.5
34001726,34,6.75,9.0,6.0
40001727,40,5.5,7.0,5.5
19001728,19,6.75,5.75,6.0
14001729,14,2.75,6.25,6.75
39001730,39,3.5,3.75,8.75
38001731,38,6.5,6.25,5.5
33001732,33,7.25,6.75,6.5
59001733,59,6.0,8.75,5.0
23001734,23,7.25,6.75,5.0
37001735,37,7.0,6.5,8.0
31001736,31,8.0,7.5,6.75
32001737,32,6.75,7.0,6.5
33001738,33,10.0,7.75,7.25
57001739,57,4.75,5.75,2.75
07001740,07,9.5,6.0,4.75
09001741,09,4.75,7.0,6.75
04001742,04,7.25,4.75,6.5
05001743,05,8.75,6.0,4.25
21001744,21,8.0,7.75,5.75
39001745,39,7.5,4.25,8.75
15001746,15,6.0,8.75,5.5
63001747,63,5.0,6.25,5.5
14001748,14,5.5,4.75,6.0
47001749,47,7.5,6.75,5.0
04001750,04,5.5,4.75,7.75
24001751,24,7.5,7.25,6.5
44001752,44,7.75,8.0,9.0
31001753,31,4.25,7.25,3.25
38001754,38,8.25,6.0,6.5
63001755,63,10.0,7.75,0.75
16001756,16,7.25,6.5,5.75
49001757,49,5.25,7.0,4.5
59001758,59,3.5,8.75,5.75
47001759,47,7.25,8.0,4.25
33001760,33,6.0,6.75,5.25
06001761,06,10.0,6.5,3.75
08001762,08,5.0,6.5,4.25
60001763,60,4.75,7.75,4.5
15001764,15,9.25,4.5,7.25
20001765,20,6.25,8.25,7.5
33001766,33,4.25,7.25,8.0
43001767,43,8.25,6.75,3.75
59001768,59,8.0,7.25,4.5
08001769,08,9.0,9.25,5.75
30001770,30,6.0,5.0,4.75
44001771,44,4.75,6.5,6.5
14001772,14,7.25,9.25,2.25
39001773,39,5.25,5.25,4.25
23001774,23,5.75,5.5,7.5
32001775,32,6.0,5.0,6.5
14001776,14,7.5,8.0,6.75
17001777,17,2.75,4.75,3.75
43001778,43,6.75,8.0,6.25
50001779,50,5.75,6.25,5.25
54001780,54,7.75,5.5,3.25
16001781,16,8.0,7.0,5.5
59001782,59,8.0,8.5,7.0
51001783,51,4.0,7.75,7.0
10001784,10,4.25,8.0,1.75
44001785,44,7.75,8.5,5.75
24001786,24,6.5,6.75,6.0
59001787,59,4.25,6.25,2.25
48001788,48,4.0,8.0,9.5
21001789,21,7.75,7.25,4.75
54001790,54,5.25,8.0,6.0
53001791,53,6.75,6.5,8.5
33001792,33,5.25,6.75,4.25
12001793,12,3.25,7.0,6.5
23001794,23,6.5,5.75,4.5
62001795,62,4.25,5.0,4.75
19001796,19,7.5,7.5,6.0
02001797,02,6.0,7.5,6.0
09001798,09,8.75,6.75,5.5
27001799,27,8.5,7.75,5.0
49001800,49,6.75,6.0,5.75
30001801,30,7.5,5.75,5.25
35001802,35,6.5,9.0,7.0
25001803,25,6.75,8.0,6.0
55001804,55,6.25,7.5,6.5
45001805,45,5.25,7.5,6.75
28001806,28,6.5,7.0,4.75
32001807,32,7.0,7.25,5.75
36001808,36,6.25,6.0,6.0
17001809,17,5.75,6.0,3.0
39001810,39,3.25,6.5,3.75
21001811,21,7.25,7.25,6.25
41001812,41,5.0,6.5,3.5
40001813,40,5.75,6.0,7.0
60001814,60,4.75,7.5,9.25
28001815,28,5.0,5.75,7.25
43001816,43,3.75,5.0,4.75
47001817,47,4.25,7.5,9.0
08001818,08,5.0,8.0,5.75
27001819,27,5.5,7.5,9.0
63001820,63,5.0,8.75,6.5
28001821,28,4.0,8.0,7.5
09001822,09,6.5,5.5,4.75
52001823,52,7.5,6.0,6.5
31001824,31,5.25,6.25,4.0
57001825,57,4.0,5.5,2.5
06001826,06,3.25,7.0,1.25
22001827,22,4.75,5.5,9.0
27001828,27,5.5,6.5,3.5
25001829,25,5.75,7.0,8.5
56001830,56,5.5,8.5,4.5
45001831,45,3.5,5.0,3.75
42001832,42,5.5,7.75,5.5
42001833,42,9.0,5.75,4.25
32001834,32,5.25,7.0,7.0
15001835,15,7.25,7.25,6.5
55001836,55,4.5,6.5,5.25
34001837,34,5.5,6.0,7.25
57001838,57,7.5,6.0,3.75
14001839,14,4.25,7.0,5.5
41001840,41,7.0,6.25,9.0
58001841,58,5.5,6.25,2.25
41001842,41,3.25,8.0,4.25
07001843,07,7.0,6.75,6.75
36001844,36,9.75,6.5,6.25
45001845,45,7.25,5.5,5.25
50001846,50,6.0,7.0,4.5
51001847,51,7.75,7.0,5.0
42001848,42,8.25,7.5,4.5
52001849,52,6.0,8.0,9.5
01001850,01,4.75,8.0,4.5
18001851,18,4.5,7.5,7.25
20001852,20,4.0,6.75,3.25
30001853,30,7.0,7.25,7.0
43001854,43,6.5,7.5,6.75
27001855,27,7.75,6.5,4.75
34001856,34,3.25,5.0,9.0
50001857,50,6.25,8.5,6.75
18001858,18,4.75,7.75,5.75
15001859,15,7.75,8.0,5.25
34001860,34,8.5,5.25,5.25
37001861,37,6.0,8.0,4.0
19001862,19,6.75,6.5,3.75
34001863,34,7.5,6.0,7.5
58001864,58,9.75,5.75,7.25
56001865,56,4.0,7.0,5.25
11001866,11,4.75,8.25,6.0
60001867,60,5.0,6.75,5.0
35001868,35,3.75,6.25,6.5
26001869,26,6.75,7.0,5.25
19001870,19,6.25,7.25,1.75
57001871,57,8.25,7.75,2.75
09001872,09,2.75,7.0,2.75
56001873,56,6.25,5.5,5.25
01001874,01,6.25,7.0,4.5
10001875,10,10.0,6.75,5.25
34001876,34,5.25,7.25,6.0
43001877,43,7.5,6.5,8.25
22001878,22,6.0,7.75,2.25
40001879,40,6.25,8.25,4.0
45001880,45,5.5,7.75,6.0
59001881,59,7.5,5.75,6.0
29001882,29,6.75,6.25,6.5
48001883,48,8.5,6.5,8.0
19001884,19,7.75,5.75,0.0
39001885,39,5.75,5.0,1.5
41001886,41,5.25,8.5,4.75
56001887,56,7.0,7.25,3.5
62001888,62,7.25,6.0,7.75
18001889,18,7.5,6.25,6.75
34001890,34,6.0,7.25,4.5
60001891,60,5.75,8.5,0.25
55001892,55,5.5,7.5,5.25
62001893,62,7.0,5.5,7.75
13001894,13,9.0,3.5,5.0
10001895,10,7.25,5.5,2.0
42001896,42,6.5,4.0,9.0
30001897,30,5.75,5.5,5.5
13001898,13,8.75,6.0,6.25
20001899,20,5.0,6.25,9.0
49001900,49,6.0,6.5,5.5
25001901,25,5.5,6.25,3.75
02001902,02,5.25,7.0,6.75
35001903,35,6.5,9.5,4.25
11001904,11,5.0,6.75,2.75
63001905,63,9.5,9.25,9.75
19001906,19,6.0,6.75,5.0
31001907,31,6.5,8.5,2.75
43001908,43,4.5,5.75,6.75
46001909,46,8.0,5.25,6.75
54001910,54,6.75,7.5,0.25
29001911,29,5.75,6.75,8.5
20001912,20,7.25,6.0,6.75
51001913,51,5.0,5.25,5.25
14001914,14,5.0,7.25,4.75
18001915,18,8.5,7.25,5.25
38001916,38,6.5,7.0,3.0
47001917,47,4.0,6.75,5.25
09001918,09,6.25,5.5,6.25
46001919,46,5.0,7.5,4.0
24001920,24,8.25,6.5,5.5
38001921,38,8.5,6.75,7.25
09001922,09,7.0,6.75,6.0
16001923,16,8.0,8.0,9.25
03001924,03,7.5,7.25,6.25
05001925,05,6.0,10.0,3.75
15001926,15,7.0,8.5,4.5
13001927,13,5.5,9.75,6.25
50001928,50,8.25,5.75,6.5
16001929,16,4.5,8.0,4.75
21001930,21,6.25,4.0,4.75
07001931,07,5.75,6.75,6.75
41001932,41,7.25,8.5,6.75
31001933,31,4.25,7.75,5.0
43001934,43,8.25,6.5,4.5
26001935,26,5.25,7.25,1.25
58001936,58,6.0,6.75,3.0
35001937,35,7.0,7.75,7.5
12001938,12,4.75,6.75,2.75
58001939,58,5.75,6.75,4.75
53001940,53,5.5,7.25,6.25
24001941,24,5.0,8.25,9.0
57001942,57,6.75,6.5,8.75
36001943,36,7.75,6.5,5.5
29001944,29,6.5,8.75,8.5
49001945,49,6.75,7.25,4.25
10001946,10,8.25,6.75,3.5
01001947,01,6.0,9.0,6.75
24001948,24,6.25,6.25,4.5
25001949,25,7.75,6.75,6.5
27001950,27,7.25,4.25,4.5
29001951,29,6.25,6.5,6.0
22001952,22,6.5,6.25,5.25
30001953,30,5.5,5.75,9.25
21001954,21,5.5,7.25,8.25
54001955,54,6.25,4.75,4.0
15001956,15,5.25,4.0,6.25
44001957,44,2.0,5.75,8.75
13001958,13,6.0,7.5,2.75
34001959,34,8.25,7.5,2.0
43001960,43,7.0,8.5,5.0
13001961,13,5.0,5.0,4.0
21001962,21,4.75,5.75,5.25
45001963,45,4.75,6.25,5.25
04001964,04,5.75,6.5,10.0
18001965,18,8.0,6.75,6.5
08001966,08,8.75,7.0,4.25
53001967,53,5.25,5.5,7.75
50001968,50,6.0,6.75,7.75
53001969,53,7.0,6.25,3.75
35001970,35,8.0,5.0,4.5
06001971,06,4.5,6.5,5.25
09001972,09,6.25,7.5,3.5
15001973,15,6.0,5.5,7.0
33001974,33,5.75,6.0,8.75
16001975,16,9.75,6.0,6.75
14001976,14,9.75,7.75,4.25
32001977,32,5.5,5.75,7.0
04001978,04,9.25,5.5,9.5
48001979,48,5.5,8.25,7.5
31001980,31,4.75,5.75,6.75
30001981,30,7.25,7.25,3.75
60001982,60,5.5,6.5,6.75
09001983,09,8.0,4.75,4.75
41001984,41,6.75,6.75,2.75
29001985,29,6.75,6.75,0.75
08001986,08,4.5,5.0,5.0
60001987,60,8.25,6.5,8.75
13001988,13,5.75,9.25,4.5
07001989,07,7.5,8.5,7.5
33001990,33,5.75,6.5,9.25
56001991,56,4.25,7.0,6.25
15001992,15,7.0,7.25,5.25
57001993,57,8.0,8.5,7.25
31001994,31,3.5,4.75,7.25
61001995,61,6.5,5.5,3.25
19001996,19,8.75,5.5,4.0
32001997,32,4.25,10.0,4.75
23001998,23,5.25,5.75,6.25
34001999,34,9.25,9.0,8.0
15002000,15,7.75,6.0,5.5
08002001,08,5.5,5.0,5.0
30002002,30,6.5,8.5,8.25
61002003,61,6.75,7.25,4.5
07002004,07,5.5,5.0,4.25
06002005,06,5.25,6.25,7.75
51002006,51,4.75,5.0,2.25
37002007,37,6.5,8.25,1.75
56002008,56,7.5,7.5,5.75
42002009,42,7.0,8.5,6.0
37002010,37,8.25,6.5,6.25
46002011,46,9.0,6.25,4.0
34002012,34,4.5,10.0,6.0
22002013,22,9.0,7.25,5.25
56002014,56,8.75,6.5,5.25
23002015,23,4.75,7.25,6.25
07002016,07,6.25,6.25,6.0
36002017,36,4.0,6.75,6.75
22002018,22,6.0,6.5,5.75
61002019,61,6.0,7.5,6.25
22002020,22,4.5,8.0,4.0
34002021,34,6.0,6.5,3.75
57002022,57,4.75,6.5,4.25
26002023,26,7.25,6.0,2.5
25002024,25,7.25,6.75,3.5
02002025,02,5.75,6.75,5.5
17002026,17,7.0,8.0,6.25
47002027,47,6.75,5.75,9.0
07002028,07,5.0,6.25,6.5
33002029,33,6.5,7.25,9.5
36002030,36,5.0,6.5,7.25
13002031,13,7.75,6.75,5.75
63002032,63,7.0,7.25,5.0
21002033,21,7.75,8.25,9.75
12002034,12,5.75,6.0,7.5
19002035,19,7.5,6.5,4.25
29002036,29,5.5,7.0,5.0
06002037,06,6.5,6.0,7.25
48002038,48,8.0,7.5,7.75
51002039,51,7.25,6.25,3.25
61002040,61,6.75,7.0,7.25
26002041,26,6.5,7.25,5.5
40002042,40,4.75,7.5,5.75
10002043,10,8.75,5.25,6.0
59002044,59,6.75,6.0,5.5
55002045,55,6.5,6.25,5.25
08002046,08,7.0,8.0,3.75
16002047,16,5.75,6.75,3.0
27002048,27,3.5,6.5,3.25
24002049,24,8.75,6.75,4.75
06002050,06,7.5,5.75,8.0
16002051,16,4.5,5.5,4.25
18002052,18,5.5,7.75,4.5
27002053,27,6.5,7.0,4.5
06002054,06,8.5,6.0,8.25
43002055,43,4.5,7.0,2.75
15002056,15,8.25,5.25,2.25
62002057,62,4.0,7.25,7.75
10002058,10,6.0,5.5,7.5
36002059,36,5.5,7.25,6.5
18002060,18,4.75,5.5,8.0
45002061,45,7.5,6.25,3.75
57002062,57,4.25,8.25,5.25
55002063,55,5.0,6.0,8.5
41002064,41,6.25,6.5,4.5
21002065,21,8.75,8.5,6.0
25002066,25,8.5,6.0,3.25
49002067,49,6.5,7.0,3.5
03002068,03,7.0,7.0,9.25
36002069,36,7.5,7.75,4.0
22002070,22,4.75,7.75,8.0
11002071,11,9.5,7.75,4.0
19002072,19,4.5,6.25,7.25
55002073,55,5.25,6.5,4.75
45002074,45,7.25,7.5,6.0
20002075,20,4.5,7.25,7.0
61002076,61,6.0,7.0,5.5
30002077,30,4.5,7.0,5.5
38002078,38,6.25,8.25,5.75
50002079,50,5.5,6.75,7.25
25002080,25,5.25,4.0,7.5
10002081,10,9.25,6.75,4.75
13002082,13,6.0,7.75,2.0
09002083,09,7.75,6.75,9.0
40002084,40,6.0,4.25,2.75
34002085,34,6.25,6.25,5.0
27002086,27,5.0,7.5,10.0
34002087,34,9.0,9.0,4.0
14002088,14,6.25,7.0,7.75
56002089,56,8.5,6.0,7.5
46002090,46,6.75,9.25,2.0
58002091,58,5.5,7.0,4.5
34002092,34,6.75,6.75,6.5
55002093,55,4.75,5.5,7.0
02002094,02,5.25,6.25,7.5
02002095,02,3.75,7.75,7.25
17002096,17,6.25,9.0,4.0
19002097,19,9.5,8.0,9.25
06002098,06,7.25,7.5,6.25
57002099,57,7.0,6.5,2.0
19002100,19,7.25,7.75,5.25
06002101,06,7.75,5.25,4.5
22002102,22,7.5,5.25,6.5
55002103,55,6.25,8.5,5.0
19002104,19,8.0,5.25,6.0
29002105,29,9.0,6.75,6.5
23002106,23,2.75,6.75,8.0
06002107,06,4.5,8.25,5.5
05002108,05,6.75,6.5,4.5
52002109,52,7.0,7.25,2.5
62002110,62,9.25,6.75,8.25
44002111,44,7.25,7.5,6.0
11002112,11,7.25,8.5,7.25
53002113,53,5.75,8.0,1.75
59002114,59,7.0,7.75,8.25
58002115,58,4.75,6.75,4.5
04002116,04,6.0,7.75,6.25
21002117,21,4.5,7.25,4.25
19002118,19,6.5,5.0,4.0
27002119,27,6.25,7.0,9.25
52002120,52,5.25,8.75,4.0
01002121,01,6.5,4.5,8.25
40002122,40,8.5,8.25,5.25
57002123,57,6.0,6.75,5.5
63002124,63,7.0,4.75,4.75
42002125,42,4.75,7.0,7.0
26002126,26,6.5,6.0,6.25
27002127,27,6.25,6.25,7.75
44002128,44,8.5,5.25,5.5
30002129,30,6.75,6.25,4.5
12002130,12,6.0,8.5,3.75
14002131,14,8.25,6.25,4.25
43002132,43,3.75,7.25,6.75
20002133,20,5.25,9.25,6.25
55002134,55,6.5,5.0,5.0
47002135,47,5.75,8.25,9.0
50002136,50,5.75,8.75,6.5
47002137,47,5.75,7.5,4.75
08002138,08,6.75,5.75,4.75
04002139,04,4.25,6.25,6.0
41002140,41,4.25,8.0,6.25
37002141,37,7.75,7.25,6.25
23002142,23,6.5,6.0,4.75
04002143,04,4.0,7.5,1.0
27002144,27,6.75,7.0,8.0
49002145,49,8.25,6.75,7.25
46002146,46,8.5,4.75,4.5
47002147,47,5.25,6.5,7.25
26002148,26,7.5,6.0,3.0
60002149,60,6.25,8.5,0.25
07002150,07,7.5,7.5,4.5
11002151,11,8.25,6.5,5.25
48002152,48,8.5,6.75,9.25
63002153,63,6.25,6.0,5.75
51002154,51,6.0,7.25,2.5
56002155,56,5.5,8.5,8.75
38002156,38,5.0,7.25,4.25
52002157,52,8.25,6.75,7.5
24002158,24,9.25,7.0,2.5
21002159,21,6.75,6.0,6.5
34002160,34,4.25,7.25,3.0
44002161,44,8.5,6.0,5.25
11002162,11,6.25,6.25,8.0
02002163,02,6.25,8.5,5.0
62002164,62,6.75,5.25,5.75
10002165,10,6.75,5.75,1.25
26002166,26,6.0,6.0,5.0
30002167,30,6.0,7.75,8.0
54002168,54,6.25,5.5,6.75
23002169,23,5.75,5.0,8.0
51002170,51,5.25,7.0,4.0
29002171,29,4.0,6.0,5.75
63002172,63,8.5,6.75,1.5
44002173,44,7.5,3.75,3.75
09002174,09,6.25,6.5,1.25
24002175,24,7.25,7.25,5.0
12002176,12,8.5,7.25,4.75
13002177,13,6.0,6.75,7.75
50002178,50,6.5,6.75,7.25
43002179,43,8.5,8.5,6.5
45002180,45,6.5,7.0,6.5
41002181,41,5.5,6.25,6.25
28002182,28,5.5,6.5,5.75
57002183,57,5.75,5.5,7.0
02002184,02,6.5,5.75,4.75
10002185,10,5.25,6.0,5.5
35002186,35,6.0,7.5,6.25
21002187,21,7.75,5.5,3.5
13002188,13,5.0,7.75,4.0
62002189,62,4.75,8.75,5.75
12002190,12,7.0,6.5,4.75
41002191,41,5.25,8.5,5.5
03002192,03,6.5,7.25,7.0
06002193,06,6.25,7.25,4.0
06002194,06,7.75,6.75,4.5
42002195,42,7.0,7.25,5.0
32002196,32,4.5,5.0,3.75
52002197,52,6.75,9.0,6.75
25002198,25,6.75,6.25,4.25
42002199,42,4.0,7.5,5.75
41002200,41,5.75,8.75,5.5
22002201,22,5.75,6.0,3.5
08002202,08,6.5,7.5,6.75
17002203,17,8.5,5.75,6.5
28002204,28,5.75,7.25,1.0
60002205,60,7.0,8.25,7.25
46002206,46,2.75,8.0,3.75
57002207,57,8.75,8.0,5.25
59002208,59,4.0,5.25,5.25
36002209,36,2.25,8.0,5.0
20002210,20,7.5,7.5,6.75
37002211,37,3.5,7.25,5.0
58002212,58,7.0,5.75,5.25
55002213,55,5.75,6.5,10.0
43002214,43,8.0,7.5,6.0
15002215,15,3.0,5.25,4.25
14002216,14,7.5,7.5,4.75
21002217,21,6.5,6.0,5.25
35002218,35,3.75,9.25,5.25
43002219,43,6.5,6.75,5.25
55002220,55,7.25,6.25,4.25
28002221,28,8.75,6.75,6.25
53002222,53,8.0,5.75,6.75
17002223,17,6.75,6.5,4.75
37002224,37,7.25,6.0,4.25
19002225,19,6.75,7.75,7.25
20002226,20,6.25,7.75,4.75
12002227,12,7.75,5.25,6.5
24002228,24,6.25,6.5,8.0
20002229,20,4.25,7.75,6.25
50002230,50,5.25,7.75,4.5
45002231,45,1.5,4.0,5.75
53002232,53,9.0,6.0,5.0
48002233,48,5.5,6.75,6.25
60002234,60,8.25,8.0,4.25
63002235,63,5.25,9.75,6.5
54002236,54,3.25,7.25,5.75
57002237,57,7.5,6.25,4.75
12002238,12,7.0,7.5,2.75
13002239,13,5.5,7.5,5.75
33002240,33,6.0,6.75,4.5
55002241,55,7.25,7.5,4.25
08002242,08,8.25,5.5,6.5
19002243,19,4.75,6.75,5.75
34002244,34,5.75,7.0,4.75
55002245,55,6.25,10.0,5.25
29002246,29,5.75,7.75,6.25
11002247,11,6.5,7.25,6.75
38002248,38,5.0,6.5,5.75
07002249,07,10.0,6.5,3.25
19002250,19,6.0,8.5,4.25
36002251,36,5.0,6.25,7.0
22002252,22,6.5,4.75,10.0
18002253,18,7.75,6.25,5.0
57002254,57,9.0,8.5,8.75
11002255,11,5.5,8.0,4.5
49002256,49,6.0,8.5,3.5
63002257,63,4.75,5.75,4.25
63002258,63,4.5,4.5,7.25
14002259,14,5.25,6.0,2.75
05002260,05,7.5,8.25,8.5
05002261,05,8.25,4.75,7.0
35002262,35,6.75,8.0,2.0
58002263,58,5.5,7.0,4.75
46002264,46,5.0,5.75,6.75
24002265,24,3.0,4.0,4.75
60002266,60,3.75,7.75,7.0
38002267,38,6.75,6.0,5.25
52002268,52,5.75,7.25,4.75
24002269,24,7.0,7.0,6.5
07002270,07,7.0,8.0,5.25
09002271,09,5.0,5.75,5.25
56002272,56,9.25,7.5,7.25
52002273,52,8.25,6.75,8.25
45002274,45,8.0,7.25,5.75
19002275,19,3.25,7.25,5.25
35002276,35,6.25,7.0,7.25
34002277,34,8.0,5.25,2.25
15002278,15,6.25,7.25,7.75
51002279,51,7.0,8.75,5.0
06002280,06,5.5,4.75,6.0
44002281,44,8.5,6.0,6.25
50002282,50,3.75,6.75,5.5
13002283,13,3.5,7.5,10.0
01002284,01,8.0,5.0,3.25
15002285,15,8.0,8.75,7.25
42002286,42,6.25,5.25,6.0
34002287,34,6.25,7.0,7.5
13002288,13,4.0,5.75,8.0
06002289,06,7.0,5.75,8.0
21002290,21,6.0,9.25,4.0
41002291,41,5.25,6.25,5.75
57002292,57,7.5,9.25,6.0
43002293,43,9.75,6.75,5.75
20002294,20,5.5,8.0,1.25
32002295,32,7.0,8.75,5.5
34002296,34,8.25,6.25,5.25
23002297,23,9.75,5.25,7.25
63002298,63,10.0,8.0,6.25
13002299,13,6.75,8.75,3.5
24002300,24,7.5,6.5,7.0
02002301,02,4.75,8.25,7.75
34002302,34,6.25,7.25,0.25
19002303,19,6.25,7.25,6.25
63002304,63,8.0,5.25,7.5
56002305,56,6.0,7.0,7.5
57002306,57,3.75,6.5,4.5
17002307,17,5.5,5.75,6.5
01002308,01,3.75,5.25,9.5
08002309,08,3.25,7.25,3.5
25002310,25,7.75,4.75,4.0
08002311,08,6.25,7.75,7.75
46002312,46,7.25,8.75,6.25
62002313,62,4.0,6.0,2.75
29002314,29,4.0,6.0,7.75
05002315,05,6.5,8.75,5.75
36002316,36,6.75,5.75,5.0
53002317,53,5.75,7.25,6.5
20002318,20,7.5,7.25,3.75
11002319,11,7.0,7.75,9.0
26002320,26,8.25,5.75,7.75
09002321,09,6.25,8.0,3.25
11002322,11,9.75,8.0,7.0
46002323,46,9.0,6.5,6.5
54002324,54,3.25,8.5,8.25
44002325,44,5.25,7.5,2.5
47002326,47,6.75,9.0,4.5
