ma_kh,tuoi,thu_nhap,chi_tieu,nghe_nghiep,thanh_pho,so_don_hang,diem_chi_tieu
KH09389,30.0,35.4,15.2,ky_su,TP HCM,3,45.0
KH09390,34.0,21.6,19.1,kinh_doanh,TP HCM,3,100.0
KH09391,35.0,13.4,5.7,bac_si,Hai Phong,0,42.0
KH09392,32.0,33.2,26.7,ky_su,Ha Noi,7,73.0
KH09393,33.0,22.5,18.0,ky_su,Ha Noi,6,73.0
KH09394,30.0,54.3,32.7,ky_su,Da Nang,6,68.0
KH09395,40.0,11.4,6.8,kinh_doanh,Ha Noi,1,62.0
KH09396,38.0,16.6,6.3,kinh_doanh,TP HCM,2,44.0
KH09397,56.0,8.4,2.4,nhan_vien,TP HCM,0,27.0
KH09398,27.0,14.0,8.1,giao_vien,Ha Noi,1,64.0
KH09399,35.0,15.3,6.7,giao_vien,Da Nang,1,49.0
KH09400,47.0,21.3,14.7,ky_su,Ha Noi,3,57.0
KH09401,29.0,60.8,20.6,kinh_doanh,TP HCM,3,31.0
KH09402,38.0,12.1,7.5,giao_vien,Ha Noi,1,71.0
KH09403,33.0,3.3,1.4,sinh_vien,TP HCM,1,39.0
KH09404,43.0,22.0,17.6,ky_su,Ha Noi,4,79.0
KH09405,44.0,7.6,6.7,giao_vien,TP HCM,1,85.0
KH09406,42.0,5.3,2.2,nhan_vien,Ha Noi,0,48.0
KH09407,46.0,13.5,9.5,giao_vien,Hai Phong,2,77.0
KH09408,35.0,11.9,9.3,giao_vien,TP HCM,4,80.0
KH09409,28.0,11.6,6.9,nhan_vien,Ha Noi,3,50.0
KH09410,39.0,17.9,5.8,giao_vien,TP HCM,2,29.0
KH09411,61.0,7.8,5.1,nhan_vien,Ha Noi,1,65.0
KH09412,41.0,12.3,7.8,nhan_vien,Hai Phong,1,61.0
KH09413,36.0,23.8,17.3,ky_su,TP HCM,4,68.0
KH09414,39.0,23.0,10.0,nhan_vien,Ha Noi,3,50.0
KH09415,36.0,55.9,27.2,kinh_doanh,Can Tho,8,58.0
KH09416,38.0,3.4,4.3,sinh_vien,Hai Phong,1,100.0
KH09417,30.0,4.4,4.7,sinh_vien,TP HCM,1,100.0
KH09418,33.0,37.7,14.7,bac_si,Da Nang,2,47.0
KH09419,43.0,43.4,30.9,ky_su,TP HCM,7,66.0
KH09420,33.0,28.4,14.0,nhan_vien,Ha Noi,1,41.0
KH09421,51.0,19.2,12.4,ky_su,TP HCM,1,76.0
KH09422,25.0,11.6,7.6,bac_si,Da Nang,3,78.0
KH09423,39.0,31.1,22.6,kinh_doanh,TP HCM,4,84.0
KH09424,51.0,10.6,7.2,nhan_vien,Da Nang,1,71.0
KH09425,27.0,45.3,24.2,nhan_vien,Ha Noi,7,48.0
KH09426,46.0,51.2,30.5,ky_su,TP HCM,7,61.0
KH09427,41.0,3.9,0.5,sinh_vien,TP HCM,1,15.0
KH09428,49.0,30.7,15.2,kinh_doanh,Da Nang,3,40.0
KH09429,35.0,14.8,14.8,kinh_doanh,TP HCM,2,100.0
KH09430,42.0,11.6,5.6,sinh_vien,Ha Noi,2,49.0
KH09431,50.0,10.6,8.2,nhan_vien,Da Nang,2,88.0
KH09432,36.0,10.8,6.8,nhan_vien,TP HCM,2,61.0
KH09433,30.0,12.5,3.1,giao_vien,Ha Noi,0,20.0
KH09434,23.0,17.7,8.3,giao_vien,Hai Phong,1,47.0
KH09435,30.0,14.9,11.4,ky_su,Ha Noi,1,87.0
KH09436,58.0,18.5,17.4,giao_vien,TP HCM,3,90.0
KH09437,52.0,16.5,10.2,ky_su,TP HCM,2,63.0
KH09438,31.0,24.6,22.0,giao_vien,Ha Noi,6,94.0
KH09439,48.0,11.8,9.7,nhan_vien,Can Tho,5,70.0
KH09440,44.0,9.3,10.2,giao_vien,Can Tho,4,100.0
KH09441,34.0,15.0,12.2,nhan_vien,Da Nang,2,97.0
KH09442,32.0,16.7,6.0,giao_vien,TP HCM,4,31.0
KH09443,27.0,12.3,9.4,giao_vien,Ha Noi,3,69.0
KH09444,29.0,15.2,11.4,nhan_vien,Ha Noi,3,61.0
KH09445,49.0,15.9,12.1,nhan_vien,Hai Phong,4,66.0
KH09446,41.0,11.3,7.7,sinh_vien,Hai Phong,2,59.0
KH09447,51.0,16.7,10.8,nhan_vien,TP HCM,3,68.0
KH09448,32.0,33.4,27.0,ky_su,Da Nang,6,79.0
KH09449,19.0,9.8,6.9,nhan_vien,Can Tho,1,61.0
KH09450,29.0,20.7,15.0,bac_si,Ha Noi,1,86.0
KH09451,23.0,6.9,6.3,giao_vien,TP HCM,2,100.0
KH09452,28.0,17.4,10.1,ky_su,Ha Noi,2,52.0
KH09453,26.0,7.5,4.7,nhan_vien,Hai Phong,1,75.0
KH09454,18.0,26.6,10.3,kinh_doanh,Da Nang,1,46.0
KH09455,18.0,28.6,12.5,kinh_doanh,Hai Phong,1,40.0
KH09456,50.0,8.6,5.4,sinh_vien,Ha Noi,1,72.0
KH09457,40.0,18.6,7.8,nhan_vien,TP HCM,3,36.0
KH09458,35.0,12.8,10.5,sinh_vien,Da Nang,1,96.0
KH09459,24.0,4.6,3.0,sinh_vien,Ha Noi,1,77.0
KH09460,49.0,11.1,5.9,nhan_vien,Ha Noi,6,46.0
KH09461,26.0,15.1,8.2,giao_vien,Hai Phong,2,44.0
KH09462,32.0,29.8,16.2,giao_vien,Da Nang,3,44.0
KH09463,48.0,16.7,11.4,ky_su,Ha Noi,3,56.0
KH09464,31.0,27.0,15.3,nhan_vien,Da Nang,3,52.0
KH09465,47.0,14.4,9.0,nhan_vien,Da Nang,1,68.0
KH09466,29.0,29.1,12.0,nhan_vien,Hai Phong,2,39.0
KH09467,27.0,5.5,2.8,sinh_vien,Ha Noi,1,53.0
KH09468,35.0,15.8,8.5,giao_vien,Da Nang,0,48.0
KH09469,21.0,42.0,30.1,ky_su,Ha Noi,11,65.0
KH09470,51.0,31.2,23.7,ky_su,TP HCM,8,79.0
KH09471,32.0,7.5,2.2,giao_vien,Ha Noi,0,26.0
KH09472,39.0,17.6,16.4,ky_su,TP HCM,1,85.0
KH09473,21.0,12.0,7.0,giao_vien,TP HCM,2,52.0
KH09474,44.0,24.9,20.2,kinh_doanh,TP HCM,3,93.0
KH09475,46.0,5.7,2.9,sinh_vien,Da Nang,2,55.0
KH09476,25.0,16.7,10.4,ky_su,TP HCM,2,59.0
KH09477,44.0,9.9,6.8,ky_su,Can Tho,2,56.0
KH09478,18.0,10.5,7.6,sinh_vien,Can Tho,5,80.0
KH09479,24.0,34.9,20.1,kinh_doanh,TP HCM,3,59.0
KH09480,18.0,11.2,6.0,nhan_vien,TP HCM,1,59.0
KH09481,38.0,19.8,7.9,nhan_vien,Can Tho,1,38.0
KH09482,32.0,20.1,19.8,nhan_vien,Ha Noi,5,97.0
KH09483,39.0,8.4,2.9,giao_vien,TP HCM,1,29.0
KH09484,43.0,30.9,20.4,bac_si,Can Tho,2,58.0
KH09485,41.0,11.3,9.9,nhan_vien,Da Nang,2,79.0
KH09486,42.0,18.1,9.6,giao_vien,TP HCM,2,63.0
KH09487,28.0,32.9,18.3,ky_su,Ha Noi,1,49.0
KH09488,26.0,5.2,1.9,sinh_vien,Ha Noi,1,42.0
KH09489,39.0,4.4,2.4,sinh_vien,Ha Noi,0,55.0
KH09490,51.0,8.9,6.8,ky_su,Can Tho,1,85.0
KH09491,28.0,25.0,18.5,nhan_vien,TP HCM,4,85.0
KH09492,34.0,23.7,15.3,nhan_vien,TP HCM,2,67.0
KH09493,39.0,9.2,5.5,giao_vien,Hai Phong,1,55.0
KH09494,45.0,21.7,12.6,ky_su,Ha Noi,3,63.0
KH09495,33.0,18.8,14.8,giao_vien,TP HCM,4,81.0
KH09496,48.0,24.7,20.0,nhan_vien,TP HCM,6,73.0
KH09497,41.0,37.1,22.3,kinh_doanh,Ha Noi,4,59.0
KH09498,20.0,10.3,6.4,nhan_vien,TP HCM,1,64.0
KH09499,37.0,90.7,60.3,bac_si,Ha Noi,11,64.0
KH09500,35.0,18.6,9.2,nhan_vien,TP HCM,2,41.0
KH09501,22.0,11.7,2.7,nhan_vien,Can Tho,1,21.0
KH09502,20.0,59.5,30.4,bac_si,TP HCM,6,55.0
KH09503,45.0,11.4,5.2,nhan_vien,Da Nang,1,54.0
KH09504,43.0,26.0,16.9,ky_su,Da Nang,3,75.0
KH09505,42.0,23.6,9.5,ky_su,TP HCM,1,38.0
KH09506,38.0,18.8,10.7,kinh_doanh,TP HCM,3,60.0
KH09507,22.0,5.2,3.2,sinh_vien,Da Nang,0,74.0
KH09508,18.0,20.5,16.2,ky_su,Hai Phong,4,67.0
KH09509,31.0,9.5,2.5,giao_vien,TP HCM,0,31.0
KH09510,42.0,32.2,15.0,bac_si,TP HCM,3,41.0
KH09511,37.0,16.2,8.0,nhan_vien,Ha Noi,1,44.0
KH09512,31.0,17.7,4.7,kinh_doanh,TP HCM,0,26.0
KH09513,20.0,28.9,16.6,kinh_doanh,Can Tho,0,66.0
KH09514,50.0,7.3,5.2,sinh_vien,Hai Phong,3,82.0
KH09515,37.0,24.9,7.0,bac_si,TP HCM,1,26.0
KH09516,21.0,7.9,4.8,giao_vien,TP HCM,0,53.0
KH09517,55.0,23.3,9.2,nhan_vien,Ha Noi,2,42.0
KH09518,37.0,11.3,6.4,giao_vien,Can Tho,1,65.0
KH09519,23.0,16.6,10.9,kinh_doanh,Can Tho,1,62.0
KH09520,34.0,33.8,26.2,bac_si,TP HCM,4,72.0
KH09521,18.0,4.1,3.3,sinh_vien,TP HCM,1,96.0
KH09522,46.0,41.8,18.7,ky_su,Ha Noi,4,46.0
KH09523,18.0,35.6,22.8,bac_si,TP HCM,3,65.0
KH09524,42.0,10.4,6.8,nhan_vien,TP HCM,0,57.0
KH09525,32.0,13.5,5.5,nhan_vien,Da Nang,1,45.0
KH09526,54.0,49.3,35.4,kinh_doanh,Can Tho,6,75.0
KH09527,54.0,4.5,3.7,sinh_vien,Ha Noi,0,89.0
KH09528,31.0,21.4,16.1,ky_su,Hai Phong,2,73.0
KH09529,35.0,4.7,3.1,sinh_vien,TP HCM,0,71.0
KH09530,32.0,17.8,14.1,nhan_vien,TP HCM,6,68.0
KH09531,44.0,22.5,13.1,ky_su,Ha Noi,1,63.0
KH09532,41.0,28.8,14.5,nhan_vien,Da Nang,2,44.0
KH09533,32.0,26.3,22.4,bac_si,TP HCM,7,100.0
KH09534,43.0,17.7,14.1,giao_vien,TP HCM,2,72.0
KH09535,30.0,14.2,9.1,giao_vien,TP HCM,1,58.0
KH09536,33.0,9.2,5.5,nhan_vien,TP HCM,2,52.0
KH09537,25.0,5.7,3.9,sinh_vien,Da Nang,0,61.0
KH09538,37.0,12.0,5.3,nhan_vien,Hai Phong,0,44.0
KH09539,38.0,10.8,7.5,giao_vien,Ha Noi,4,62.0
KH09540,39.0,15.9,6.7,ky_su,Ha Noi,2,46.0
KH09541,31.0,27.6,9.8,kinh_doanh,Ha Noi,2,36.0
KH09542,18.0,9.6,9.7,nhan_vien,Da Nang,3,91.0
KH09543,37.0,40.9,14.4,ky_su,Hai Phong,5,38.0
KH09544,30.0,21.1,17.1,ky_su,Da Nang,7,97.0
KH09545,24.0,15.0,6.7,nhan_vien,Can Tho,2,46.0
KH09546,42.0,9.5,6.2,giao_vien,TP HCM,3,53.0
KH09547,21.0,11.7,5.8,giao_vien,TP HCM,2,57.0
KH09548,35.0,11.5,7.9,nhan_vien,TP HCM,1,63.0
KH09549,20.0,6.4,4.3,sinh_vien,Ha Noi,1,57.0
KH09550,39.0,3.3,4.3,sinh_vien,Ha Noi,3,100.0
KH09551,42.0,6.9,4.9,giao_vien,Ha Noi,1,68.0
KH09552,35.0,12.4,10.1,nhan_vien,TP HCM,2,66.0
KH09553,30.0,15.1,8.7,ky_su,Ha Noi,2,51.0
KH09554,57.0,3.2,1.2,sinh_vien,TP HCM,0,36.0
KH09555,47.0,36.6,28.4,kinh_doanh,Can Tho,4,90.0
KH09556,29.0,27.5,20.1,kinh_doanh,TP HCM,6,82.0
KH09557,34.0,11.0,2.9,nhan_vien,Ha Noi,0,23.0
KH09558,43.0,4.2,2.8,sinh_vien,TP HCM,0,71.0
KH09559,42.0,11.0,2.7,nhan_vien,TP HCM,1,21.0
KH09560,48.0,3.3,1.6,sinh_vien,Da Nang,0,40.0
KH09561,42.0,15.8,13.2,giao_vien,TP HCM,4,100.0
KH09562,47.0,25.0,9.2,ky_su,Hai Phong,6,35.0
KH09563,42.0,5.5,2.9,sinh_vien,Ha Noi,1,46.0
KH09564,18.0,21.4,8.9,kinh_doanh,TP HCM,4,36.0
KH09565,24.0,30.2,8.3,bac_si,TP HCM,2,29.0
KH09566,30.0,14.5,5.9,nhan_vien,TP HCM,3,40.0
KH09567,32.0,22.7,12.7,nhan_vien,TP HCM,4,67.0
KH09568,36.0,13.9,7.0,giao_vien,Ha Noi,0,43.0
KH09569,26.0,31.2,19.1,bac_si,Ha Noi,6,62.0
KH09570,47.0,17.4,8.5,nhan_vien,TP HCM,1,51.0
KH09571,45.0,23.6,11.5,kinh_doanh,TP HCM,2,53.0
KH09572,55.0,9.1,5.1,giao_vien,Ha Noi,0,45.0
KH09573,46.0,15.4,3.3,ky_su,Hai Phong,3,22.0
KH09574,44.0,32.1,15.6,ky_su,TP HCM,3,57.0
KH09575,53.0,9.4,3.4,giao_vien,Can Tho,1,38.0
KH09576,19.0,19.6,11.6,kinh_doanh,Da Nang,1,60.0
KH09577,45.0,4.6,3.3,giao_vien,TP HCM,1,75.0
KH09578,18.0,4.9,1.3,sinh_vien,Ha Noi,0,21.0
KH09579,39.0,17.7,10.7,giao_vien,Da Nang,1,55.0
KH09580,31.0,11.4,7.6,ky_su,TP HCM,1,61.0
KH09581,27.0,10.9,9.7,nhan_vien,TP HCM,2,80.0
KH09582,33.0,33.5,18.5,bac_si,TP HCM,7,48.0
KH09583,51.0,35.7,22.6,giao_vien,Can Tho,1,57.0
KH09584,38.0,31.3,22.2,nhan_vien,Ha Noi,2,67.0
KH09585,30.0,9.3,8.3,giao_vien,TP HCM,0,79.0
KH09586,44.0,18.1,11.9,nhan_vien,Ha Noi,5,66.0
KH09587,54.0,41.0,22.5,nhan_vien,Hai Phong,8,63.0
KH09588,40.0,12.7,5.4,nhan_vien,TP HCM,1,49.0
KH09589,33.0,9.9,2.9,giao_vien,TP HCM,0,25.0
KH09590,26.0,17.2,10.9,nhan_vien,TP HCM,3,70.0
KH09591,45.0,22.0,15.0,ky_su,Ha Noi,3,63.0
KH09592,28.0,23.2,17.5,giao_vien,TP HCM,7,62.0
KH09593,32.0,22.3,15.1,ky_su,Ha Noi,0,64.0
KH09594,28.0,17.0,16.0,ky_su,Da Nang,5,79.0
KH09595,40.0,6.0,4.5,sinh_vien,Ha Noi,2,73.0
KH09596,36.0,16.9,7.7,nhan_vien,TP HCM,2,37.0
KH09597,31.0,8.4,5.2,nhan_vien,Ha Noi,1,50.0
KH09598,30.0,5.0,3.3,sinh_vien,TP HCM,1,72.0
KH09599,42.0,15.1,8.1,giao_vien,TP HCM,2,64.0
KH09600,21.0,16.8,10.8,kinh_doanh,TP HCM,2,53.0
KH09601,45.0,8.0,3.1,giao_vien,TP HCM,0,46.0
KH09602,38.0,14.6,6.1,nhan_vien,TP HCM,1,38.0
KH09603,35.0,26.5,8.8,ky_su,TP HCM,1,32.0
KH09604,28.0,3.9,0.5,sinh_vien,Can Tho,0,11.0
KH09605,52.0,7.5,3.9,giao_vien,Ha Noi,0,44.0
KH09606,21.0,19.0,14.1,nhan_vien,Ha Noi,6,88.0
KH09607,18.0,15.5,11.3,giao_vien,Hai Phong,3,63.0
KH09608,36.0,4.8,3.1,giao_vien,Da Nang,0,52.0
KH09609,46.0,9.7,4.8,ky_su,TP HCM,1,49.0
KH09610,18.0,23.0,9.0,kinh_doanh,Ha Noi,5,46.0
KH09611,27.0,22.1,13.6,kinh_doanh,Da Nang,1,55.0
KH09612,34.0,21.5,11.2,giao_vien,TP HCM,4,48.0
KH09613,23.0,11.7,2.5,sinh_vien,Can Tho,1,20.0
KH09614,39.0,3.8,0.5,sinh_vien,Da Nang,0,12.0
KH09615,40.0,41.0,29.9,ky_su,Hai Phong,9,74.0
KH09616,20.0,30.2,26.3,ky_su,Ha Noi,8,74.0
KH09617,45.0,11.4,5.0,giao_vien,TP HCM,2,47.0
KH09618,50.0,9.4,3.5,giao_vien,Ha Noi,1,39.0
KH09619,31.0,11.1,5.9,ky_su,TP HCM,2,61.0
KH09620,39.0,12.6,6.1,nhan_vien,Can Tho,1,56.0
KH09621,47.0,8.5,6.8,giao_vien,TP HCM,1,66.0
KH09622,37.0,21.6,17.6,nhan_vien,Hai Phong,4,87.0
KH09623,29.0,32.8,21.5,ky_su,Ha Noi,2,56.0
KH09624,24.0,30.6,15.7,ky_su,Ha Noi,4,54.0
KH09625,26.0,20.2,10.1,giao_vien,Hai Phong,1,41.0
KH09626,59.0,11.5,7.2,nhan_vien,Da Nang,4,69.0
KH09627,26.0,21.6,8.2,nhan_vien,Da Nang,2,38.0
KH09628,31.0,17.7,16.0,ky_su,TP HCM,2,100.0
KH09629,50.0,11.1,7.2,nhan_vien,Ha Noi,1,60.0
KH09630,18.0,30.4,25.3,bac_si,Ha Noi,7,89.0
KH09631,40.0,6.6,4.6,giao_vien,TP HCM,3,79.0
KH09632,45.0,4.4,5.9,sinh_vien,Da Nang,1,100.0
KH09633,44.0,38.7,29.3,ky_su,Can Tho,7,68.0
KH09634,43.0,11.0,7.9,ky_su,Hai Phong,2,61.0
KH09635,20.0,9.2,4.8,giao_vien,Hai Phong,3,55.0
KH09636,64.0,9.7,3.0,nhan_vien,TP HCM,2,26.0
KH09637,30.0,20.3,16.6,kinh_doanh,Hai Phong,4,76.0
KH09638,45.0,8.3,4.8,nhan_vien,Hai Phong,2,56.0
KH09639,51.0,3.3,3.4,sinh_vien,Ha Noi,0,96.0
KH09640,30.0,20.7,9.5,kinh_doanh,Can Tho,1,53.0
KH09641,18.0,8.7,3.7,nhan_vien,TP HCM,0,39.0
KH09642,37.0,22.8,9.6,kinh_doanh,Ha Noi,2,48.0
KH09643,32.0,35.8,15.5,kinh_doanh,Ha Noi,3,50.0
KH09644,25.0,3.6,1.4,sinh_vien,TP HCM,1,36.0
KH09645,38.0,10.7,3.3,nhan_vien,TP HCM,1,30.0
KH09646,40.0,31.2,25.5,bac_si,Ha Noi,4,76.0
KH09647,25.0,12.1,10.5,sinh_vien,TP HCM,5,84.0
KH09648,53.0,3.6,4.3,sinh_vien,Ha Noi,2,100.0
KH09649,18.0,12.8,9.2,nhan_vien,Hai Phong,2,76.0
KH09650,19.0,11.1,8.9,kinh_doanh,TP HCM,1,88.0
KH09651,43.0,31.8,22.5,ky_su,Hai Phong,6,61.0
KH09652,38.0,17.2,15.8,nhan_vien,TP HCM,0,94.0
KH09653,25.0,43.3,27.1,kinh_doanh,Ha Noi,11,53.0
KH09654,48.0,19.7,11.9,giao_vien,Da Nang,4,71.0
KH09655,25.0,25.5,17.2,bac_si,TP HCM,4,77.0
KH09656,54.0,3.0,0.7,sinh_vien,TP HCM,0,20.0
KH09657,40.0,31.7,12.1,ky_su,TP HCM,1,35.0
KH09658,30.0,12.0,6.2,nhan_vien,TP HCM,0,55.0
KH09659,24.0,12.8,11.1,giao_vien,Ha Noi,1,84.0
KH09660,33.0,9.2,7.0,giao_vien,Hai Phong,0,72.0
KH09661,40.0,37.4,17.0,kinh_doanh,Ha Noi,4,37.0
KH09662,29.0,25.4,23.2,ky_su,Can Tho,5,100.0
KH09663,41.0,10.2,5.8,ky_su,Hai Phong,0,59.0
KH09664,62.0,11.6,4.1,nhan_vien,TP HCM,0,37.0
KH09665,29.0,5.6,4.2,sinh_vien,Ha Noi,2,68.0
KH09666,41.0,23.0,8.0,nhan_vien,TP HCM,2,40.0
KH09667,40.0,25.5,21.8,nhan_vien,TP HCM,4,85.0
KH09668,27.0,34.7,14.8,kinh_doanh,Ha Noi,0,42.0
KH09669,49.0,32.7,24.9,kinh_doanh,Can Tho,8,77.0
KH09670,51.0,16.2,5.2,kinh_doanh,Da Nang,1,29.0
KH09671,18.0,22.3,10.2,ky_su,Can Tho,2,51.0
KH09672,43.0,5.1,1.9,sinh_vien,TP HCM,1,38.0
KH09673,39.0,18.7,7.8,kinh_doanh,Ha Noi,2,40.0
KH09674,45.0,19.6,9.1,kinh_doanh,Can Tho,3,46.0
KH09675,32.0,17.0,5.9,ky_su,TP HCM,0,38.0
KH09676,71.0,27.3,11.6,nhan_vien,Ha Noi,4,42.0
KH09677,32.0,25.9,11.1,bac_si,TP HCM,2,41.0
KH09678,48.0,25.5,15.7,giao_vien,TP HCM,4,60.0
KH09679,42.0,13.2,8.9,nhan_vien,TP HCM,4,57.0
KH09680,18.0,22.9,14.8,bac_si,TP HCM,2,71.0
KH09681,29.0,21.7,5.7,nhan_vien,TP HCM,3,23.0
KH09682,18.0,17.6,14.1,nhan_vien,Ha Noi,5,69.0
KH09683,34.0,10.8,6.8,ky_su,TP HCM,3,60.0
KH09684,32.0,20.7,10.7,nhan_vien,TP HCM,2,57.0
KH09685,34.0,23.1,15.9,kinh_doanh,TP HCM,4,68.0
KH09686,29.0,20.5,16.5,nhan_vien,TP HCM,2,78.0
KH09687,44.0,23.6,16.1,ky_su,TP HCM,2,81.0
KH09688,38.0,39.3,32.4,kinh_doanh,Ha Noi,7,99.0
KH09689,55.0,17.3,13.3,nhan_vien,TP HCM,3,90.0
KH09690,41.0,13.3,8.5,kinh_doanh,Ha Noi,2,52.0
KH09691,18.0,11.2,3.4,nhan_vien,Da Nang,3,35.0
KH09692,34.0,24.0,16.5,bac_si,Ha Noi,5,60.0
KH09693,27.0,38.3,30.4,giao_vien,Da Nang,10,89.0
KH09694,45.0,15.0,9.6,nhan_vien,TP HCM,1,75.0
KH09695,31.0,27.8,8.4,bac_si,TP HCM,2,30.0
KH09696,40.0,42.4,22.3,kinh_doanh,TP HCM,7,62.0
KH09697,47.0,5.1,8.4,giao_vien,TP HCM,2,100.0
KH09698,24.0,28.4,20.8,kinh_doanh,TP HCM,2,74.0
KH09699,36.0,26.4,17.5,bac_si,Ha Noi,9,59.0
KH09700,49.0,15.8,10.1,giao_vien,Da Nang,1,60.0
KH09701,19.0,37.7,17.5,ky_su,Da Nang,5,42.0
KH09702,58.0,48.4,36.1,ky_su,Can Tho,8,60.0
KH09703,26.0,19.3,4.1,kinh_doanh,Ha Noi,2,25.0
KH09704,34.0,21.2,11.8,ky_su,Hai Phong,7,53.0
KH09705,48.0,6.7,3.2,giao_vien,TP HCM,0,41.0
KH09706,30.0,17.2,4.8,ky_su,TP HCM,2,23.0
KH09707,46.0,5.2,0.5,giao_vien,TP HCM,1,11.0
KH09708,38.0,9.1,6.5,bac_si,TP HCM,0,60.0
KH09709,35.0,25.6,6.0,kinh_doanh,TP HCM,0,21.0
KH09710,36.0,24.4,10.7,nhan_vien,TP HCM,6,47.0
KH09711,34.0,19.0,11.1,bac_si,TP HCM,4,65.0
KH09712,41.0,36.1,16.9,kinh_doanh,TP HCM,4,53.0
KH09713,33.0,6.8,5.4,sinh_vien,TP HCM,3,67.0
KH09714,27.0,29.0,21.0,ky_su,Can Tho,4,77.0
KH09715,43.0,3.4,4.8,sinh_vien,Hai Phong,0,100.0
KH09716,33.0,13.8,2.9,ky_su,Da Nang,1,17.0
KH09717,37.0,28.5,19.3,bac_si,TP HCM,6,59.0
KH09718,26.0,15.9,5.0,nhan_vien,TP HCM,0,29.0
KH09719,22.0,34.5,15.9,bac_si,TP HCM,3,46.0
KH09720,24.0,6.5,4.4,kinh_doanh,Ha Noi,1,74.0
KH09721,35.0,9.4,7.6,giao_vien,Can Tho,3,79.0
KH09722,42.0,8.1,5.9,nhan_vien,Hai Phong,0,75.0
KH09723,41.0,35.2,23.2,bac_si,Hai Phong,1,68.0
KH09724,36.0,33.3,24.0,bac_si,Da Nang,8,82.0
KH09725,36.0,23.2,19.4,ky_su,Can Tho,2,96.0
KH09726,41.0,25.1,10.7,ky_su,Hai Phong,1,40.0
KH09727,29.0,16.8,10.9,nhan_vien,TP HCM,2,74.0
KH09728,42.0,12.9,13.1,ky_su,TP HCM,3,100.0
KH09729,29.0,26.2,22.0,kinh_doanh,TP HCM,10,95.0
KH09730,48.0,6.7,3.9,nhan_vien,Ha Noi,1,56.0
KH09731,26.0,16.3,12.1,ky_su,Da Nang,3,70.0
KH09732,18.0,26.7,11.2,giao_vien,Da Nang,2,43.0
KH09733,35.0,19.3,12.4,kinh_doanh,Hai Phong,1,69.0
KH09734,41.0,25.7,17.9,kinh_doanh,Ha Noi,1,64.0
KH09735,43.0,10.8,4.8,nhan_vien,TP HCM,0,52.0
KH09736,25.0,22.7,15.7,kinh_doanh,TP HCM,5,75.0
KH09737,42.0,4.4,1.8,sinh_vien,TP HCM,1,39.0
KH09738,39.0,56.4,43.7,bac_si,Hai Phong,12,77.0
KH09739,45.0,4.8,3.7,sinh_vien,Hai Phong,0,80.0
KH09740,36.0,9.5,6.2,nhan_vien,Can Tho,2,75.0
KH09741,28.0,17.7,7.1,bac_si,TP HCM,2,37.0
KH09742,20.0,24.5,11.8,ky_su,Can Tho,3,44.0
KH09743,35.0,14.0,6.8,nhan_vien,Hai Phong,1,45.0
KH09744,25.0,13.1,5.7,ky_su,Ha Noi,1,35.0
KH09745,30.0,6.8,4.2,giao_vien,Da Nang,2,68.0
KH09746,29.0,80.6,46.7,bac_si,Da Nang,16,49.0
KH09747,35.0,10.4,6.3,nhan_vien,Da Nang,3,70.0
KH09748,41.0,36.8,22.4,ky_su,TP HCM,7,64.0
KH09749,27.0,6.0,3.7,sinh_vien,TP HCM,1,57.0
KH09750,31.0,4.1,1.0,sinh_vien,Can Tho,0,26.0
KH09751,33.0,48.9,36.0,ky_su,Can Tho,6,60.0
KH09752,55.0,18.2,11.9,giao_vien,TP HCM,2,55.0
KH09753,18.0,13.7,6.0,nhan_vien,TP HCM,1,48.0
KH09754,38.0,17.0,6.3,ky_su,TP HCM,2,30.0
KH09755,18.0,38.3,33.1,kinh_doanh,TP HCM,11,69.0
KH09756,47.0,20.5,9.4,nhan_vien,Hai Phong,3,50.0
KH09757,30.0,9.8,8.3,nhan_vien,Hai Phong,3,72.0
KH09758,33.0,7.6,4.4,giao_vien,TP HCM,2,62.0
KH09759,48.0,28.4,25.9,bac_si,TP HCM,10,77.0
KH09760,41.0,12.6,10.2,nhan_vien,Da Nang,2,77.0
KH09761,45.0,22.1,11.1,giao_vien,Can Tho,6,53.0
KH09762,21.0,11.7,4.6,giao_vien,Ha Noi,1,37.0
KH09763,64.0,18.5,10.3,kinh_doanh,Ha Noi,4,67.0
KH09764,39.0,17.7,9.2,kinh_doanh,Ha Noi,3,47.0
KH09765,33.0,15.6,7.2,ky_su,Ha Noi,5,45.0
KH09766,24.0,10.7,8.7,nhan_vien,Ha Noi,1,74.0
KH09767,26.0,9.0,3.3,nhan_vien,Ha Noi,1,30.0
KH09768,20.0,12.5,4.5,kinh_doanh,Ha Noi,0,32.0
KH09769,20.0,19.6,8.6,bac_si,TP HCM,1,41.0
KH09770,36.0,16.3,13.0,nhan_vien,Ha Noi,0,94.0
KH09771,44.0,32.4,23.8,ky_su,Ha Noi,5,74.0
KH09772,35.0,20.3,8.2,nhan_vien,Ha Noi,1,46.0
KH09773,26.0,13.3,9.9,kinh_doanh,TP HCM,0,74.0
KH09774,38.0,2.2,2.4,sinh_vien,Da Nang,0,95.0
KH09775,31.0,24.8,22.7,nhan_vien,Ha Noi,2,89.0
KH09776,44.0,60.3,36.1,kinh_doanh,TP HCM,4,65.0
KH09777,25.0,22.5,13.8,bac_si,Da Nang,4,72.0
