ma_kh,tuoi,goi_cuoc,khu_vuc,so_thang_su_dung,cuoc_hang_thang,tong_cuoc,so_lan_goi_ho_tro,label
KH07548,59.0,tieu_chuan,Nam,31.0,240.0,7440.0,0.0,0.0
KH07549,36.0,co_ban,Bac,11.0,120.0,1320.0,0.0,0.0
KH07550,36.0,cao_cap,Trung,52.0,570.0,29640.0,3.0,0.0
KH07551,43.0,tieu_chuan,Nam,19.0,250.0,4750.0,0.0,0.0
KH07552,28.0,co_ban,Nam,24.0,140.0,3360.0,2.0,0.0
KH07553,18.0,co_ban,Bac,43.0,120.0,5160.0,4.0,0.0
KH07554,45.0,co_ban,Trung,19.0,120.0,2280.0,6.0,0.0
KH07555,33.0,co_ban,Nam,25.0,130.0,3250.0,3.0,0.0
KH07556,25.0,co_ban,Nam,11.0,120.0,1320.0,10.0,0.0
KH07557,35.0,co_ban,Bac,10.0,110.0,1100.0,1.0,0.0
KH07558,23.0,tieu_chuan,Bac,26.0,310.0,8060.0,6.0,1.0
KH07559,66.0,co_ban,Bac,69.0,120.0,8280.0,1.0,0.0
KH07560,49.0,cao_cap,Bac,59.0,520.0,30680.0,1.0,0.0
KH07561,49.0,co_ban,Trung,16.0,150.0,2400.0,2.0,1.0
KH07562,25.0,tieu_chuan,Nam,12.0,230.0,2760.0,3.0,0.0
KH07563,24.0,tieu_chuan,Trung,8.0,210.0,1680.0,0.0,1.0
KH07564,43.0,cao_cap,Bac,15.0,660.0,9900.0,2.0,1.0
KH07565,63.0,cao_cap,Bac,78.0,650.0,50700.0,1.0,0.0
KH07566,59.0,co_ban,Bac,25.0,140.0,3500.0,2.0,0.0
KH07567,54.0,cao_cap,Nam,42.0,490.0,20580.0,2.0,1.0
KH07568,34.0,co_ban,Trung,19.0,140.0,2660.0,1.0,0.0
KH07569,34.0,cao_cap,Bac,21.0,580.0,12180.0,0.0,0.0
KH07570,20.0,tieu_chuan,Bac,4.0,320.0,1280.0,1.0,0.0
KH07571,36.0,tieu_chuan,Bac,33.0,220.0,7260.0,0.0,0.0
KH07572,26.0,tieu_chuan,Trung,30.0,310.0,9300.0,0.0,0.0
KH07573,41.0,co_ban,Bac,11.0,100.0,1100.0,4.0,0.0
KH07574,36.0,tieu_chuan,Bac,71.0,200.0,14200.0,1.0,1.0
KH07575,34.0,co_ban,Bac,58.0,,5800.0,2.0,0.0
KH07576,,tieu_chuan,Nam,58.0,290.0,16820.0,1.0,0.0
KH07577,32.0,tieu_chuan,Bac,16.0,290.0,4640.0,0.0,0.0
KH07578,31.0,tieu_chuan,Trung,22.0,260.0,5720.0,2.0,0.0
KH07579,26.0,co_ban,Trung,4.0,100.0,400.0,9.0,1.0
KH07580,49.0,tieu_chuan,Nam,27.0,260.0,7020.0,2.0,0.0
KH07581,31.0,tieu_chuan,Nam,62.0,250.0,15500.0,4.0,0.0
KH07582,39.0,co_ban,Bac,40.0,100.0,4000.0,6.0,1.0
KH07583,59.0,tieu_chuan,Trung,2.0,270.0,540.0,0.0,0.0
KH07584,43.0,co_ban,Bac,40.0,100.0,4000.0,1.0,0.0
KH07585,27.0,co_ban,Bac,22.0,150.0,3300.0,1.0,0.0
KH07586,40.0,co_ban,Trung,17.0,160.0,2720.0,1.0,0.0
KH07587,50.0,co_ban,Bac,14.0,130.0,1820.0,1.0,0.0
KH07588,37.0,co_ban,Bac,30.0,110.0,3300.0,1.0,0.0
KH07589,40.0,tieu_chuan,Bac,3.0,250.0,750.0,1.0,0.0
KH07590,35.0,co_ban,Nam,1.0,120.0,120.0,4.0,0.0
KH07591,37.0,tieu_chuan,Trung,18.0,210.0,3780.0,2.0,0.0
KH07592,60.0,tieu_chuan,Bac,32.0,200.0,6400.0,3.0,0.0
KH07593,31.0,cao_cap,Trung,15.0,670.0,10050.0,0.0,1.0
KH07594,40.0,cao_cap,Trung,25.0,660.0,16500.0,6.0,1.0
KH07595,23.0,co_ban,Bac,5.0,150.0,750.0,1.0,0.0
KH07596,33.0,co_ban,Nam,1.0,110.0,110.0,2.0,0.0
KH07597,22.0,cao_cap,Nam,15.0,660.0,9900.0,1.0,0.0
KH07598,39.0,cao_cap,Nam,2.0,570.0,1140.0,1.0,1.0
KH07599,37.0,co_ban,Trung,16.0,120.0,1920.0,2.0,0.0
KH07600,35.0,co_ban,Bac,3.0,110.0,330.0,0.0,1.0
KH07601,50.0,co_ban,Nam,15.0,110.0,1650.0,1.0,0.0
KH07602,34.0,co_ban,Trung,25.0,140.0,3500.0,9.0,1.0
KH07603,,co_ban,Bac,20.0,160.0,3200.0,0.0,0.0
KH07604,22.0,co_ban,Trung,49.0,,6370.0,2.0,0.0
KH07605,42.0,cao_cap,Bac,1.0,540.0,540.0,2.0,0.0
KH07606,35.0,co_ban,Bac,7.0,140.0,980.0,6.0,0.0
KH07607,36.0,co_ban,Bac,12.0,120.0,1440.0,8.0,0.0
KH07608,50.0,cao_cap,Trung,61.0,430.0,26230.0,2.0,0.0
KH07609,37.0,co_ban,Bac,5.0,150.0,750.0,1.0,0.0
KH07610,33.0,co_ban,Nam,19.0,130.0,2470.0,1.0,0.0
KH07611,28.0,cao_cap,Trung,12.0,680.0,8160.0,0.0,1.0
KH07612,18.0,tieu_chuan,Bac,44.0,280.0,12320.0,1.0,0.0
KH07613,37.0,tieu_chuan,Bac,6.0,270.0,1620.0,0.0,1.0
KH07614,53.0,co_ban,Nam,22.0,100.0,2200.0,2.0,1.0
KH07615,26.0,co_ban,Trung,6.0,130.0,780.0,2.0,1.0
KH07616,46.0,tieu_chuan,Trung,51.0,200.0,10200.0,3.0,0.0
KH07617,36.0,cao_cap,Nam,14.0,560.0,7840.0,1.0,1.0
KH07618,33.0,cao_cap,Bac,10.0,520.0,5200.0,0.0,0.0
KH07619,42.0,cao_cap,Nam,12.0,590.0,7080.0,0.0,1.0
KH07620,38.0,co_ban,Nam,22.0,120.0,2640.0,1.0,0.0
KH07621,31.0,tieu_chuan,Bac,26.0,280.0,7280.0,0.0,0.0
KH07622,43.0,co_ban,Bac,21.0,150.0,3150.0,4.0,1.0
KH07623,47.0,tieu_chuan,Bac,29.0,300.0,8700.0,1.0,0.0
KH07624,57.0,co_ban,Bac,9.0,110.0,990.0,0.0,0.0
KH07625,43.0,co_ban,Bac,44.0,130.0,5720.0,3.0,0.0
KH07626,34.0,tieu_chuan,Trung,16.0,270.0,4320.0,4.0,1.0
KH07627,37.0,co_ban,Nam,64.0,100.0,6400.0,6.0,0.0
KH07628,43.0,cao_cap,Nam,12.0,470.0,5640.0,0.0,0.0
KH07629,43.0,co_ban,Bac,42.0,130.0,5460.0,4.0,0.0
KH07630,26.0,cao_cap,Bac,4.0,590.0,2360.0,0.0,0.0
KH07631,27.0,cao_cap,Nam,5.0,510.0,2550.0,0.0,0.0
KH07632,44.0,co_ban,Trung,67.0,150.0,10050.0,1.0,0.0
KH07633,37.0,tieu_chuan,Nam,7.0,260.0,1820.0,9.0,1.0
KH07634,28.0,tieu_chuan,Trung,80.0,300.0,24000.0,0.0,0.0
KH07635,51.0,tieu_chuan,Bac,14.0,260.0,3640.0,1.0,0.0
KH07636,27.0,tieu_chuan,Bac,29.0,200.0,5800.0,8.0,0.0
KH07637,37.0,tieu_chuan,Nam,9.0,250.0,2250.0,0.0,0.0
KH07638,46.0,co_ban,Nam,8.0,110.0,880.0,1.0,0.0
KH07639,40.0,co_ban,Bac,3.0,100.0,300.0,0.0,0.0
KH07640,18.0,co_ban,Nam,6.0,140.0,840.0,1.0,1.0
KH07641,46.0,tieu_chuan,Nam,2.0,210.0,420.0,4.0,0.0
KH07642,39.0,tieu_chuan,Nam,108.0,220.0,23760.0,0.0,0.0
KH07643,36.0,co_ban,Bac,11.0,140.0,1540.0,4.0,0.0
KH07644,34.0,tieu_chuan,Trung,20.0,280.0,5600.0,7.0,1.0
KH07645,42.0,co_ban,Bac,14.0,100.0,1400.0,1.0,0.0
KH07646,32.0,co_ban,Bac,101.0,130.0,13130.0,8.0,0.0
KH07647,32.0,cao_cap,Bac,7.0,540.0,3780.0,2.0,1.0
KH07648,54.0,co_ban,Nam,21.0,120.0,2520.0,0.0,0.0
KH07649,43.0,tieu_chuan,Nam,105.0,240.0,25200.0,1.0,0.0
KH07650,23.0,co_ban,Bac,5.0,140.0,700.0,2.0,0.0
KH07651,33.0,co_ban,Trung,16.0,100.0,1600.0,2.0,1.0
KH07652,37.0,tieu_chuan,Bac,7.0,230.0,1610.0,1.0,1.0
KH07653,36.0,tieu_chuan,Nam,22.0,210.0,4620.0,1.0,0.0
KH07654,18.0,tieu_chuan,Trung,9.0,210.0,1890.0,2.0,0.0
KH07655,21.0,tieu_chuan,Bac,8.0,290.0,2320.0,0.0,0.0
KH07656,28.0,tieu_chuan,Bac,22.0,320.0,7040.0,2.0,0.0
KH07657,35.0,tieu_chuan,Bac,45.0,240.0,10800.0,2.0,0.0
KH07658,38.0,tieu_chuan,Nam,65.0,310.0,20150.0,3.0,0.0
KH07659,41.0,tieu_chuan,Nam,41.0,290.0,11890.0,0.0,1.0
KH07660,55.0,co_ban,Nam,9.0,100.0,900.0,9.0,1.0
KH07661,38.0,tieu_chuan,Bac,7.0,310.0,2170.0,0.0,0.0
KH07662,41.0,cao_cap,Trung,42.0,420.0,17640.0,1.0,0.0
KH07663,46.0,tieu_chuan,Nam,2.0,290.0,580.0,8.0,1.0
KH07664,45.0,cao_cap,Trung,48.0,520.0,24960.0,2.0,0.0
KH07665,34.0,co_ban,Bac,8.0,100.0,800.0,1.0,0.0
KH07666,55.0,co_ban,Bac,22.0,110.0,2420.0,7.0,1.0
KH07667,18.0,co_ban,Trung,14.0,110.0,1540.0,2.0,1.0
KH07668,25.0,co_ban,Bac,14.0,100.0,1400.0,3.0,1.0
KH07669,33.0,tieu_chuan,Trung,86.0,280.0,24080.0,2.0,0.0
KH07670,51.0,tieu_chuan,Nam,22.0,280.0,6160.0,1.0,1.0
KH07671,32.0,co_ban,Trung,33.0,110.0,3630.0,1.0,1.0
KH07672,42.0,tieu_chuan,Nam,75.0,220.0,16500.0,1.0,0.0
KH07673,18.0,co_ban,Bac,49.0,120.0,5880.0,1.0,0.0
KH07674,21.0,cao_cap,Nam,52.0,590.0,30680.0,2.0,0.0
KH07675,51.0,co_ban,Nam,2.0,110.0,220.0,1.0,0.0
KH07676,40.0,tieu_chuan,Nam,18.0,300.0,5400.0,2.0,1.0
KH07677,61.0,tieu_chuan,Bac,4.0,220.0,880.0,0.0,1.0
KH07678,,cao_cap,Trung,1.0,450.0,450.0,1.0,0.0
KH07679,41.0,co_ban,Nam,24.0,150.0,3600.0,3.0,1.0
KH07680,56.0,tieu_chuan,Nam,58.0,230.0,13340.0,2.0,0.0
KH07681,34.0,tieu_chuan,Nam,45.0,310.0,13950.0,0.0,0.0
KH07682,49.0,cao_cap,Bac,17.0,520.0,8840.0,0.0,0.0
KH07683,34.0,co_ban,Nam,12.0,130.0,1560.0,6.0,1.0
KH07684,22.0,co_ban,Bac,21.0,130.0,2730.0,3.0,0.0
KH07685,18.0,tieu_chuan,Nam,64.0,290.0,18560.0,1.0,0.0
KH07686,37.0,co_ban,Bac,7.0,130.0,910.0,8.0,1.0
KH07687,25.0,cao_cap,Nam,16.0,470.0,7520.0,2.0,0.0
KH07688,37.0,co_ban,Trung,73.0,100.0,7300.0,0.0,0.0
KH07689,35.0,tieu_chuan,Bac,98.0,320.0,31360.0,4.0,0.0
KH07690,27.0,co_ban,Bac,9.0,150.0,1350.0,1.0,0.0
KH07691,43.0,tieu_chuan,Trung,9.0,230.0,2070.0,1.0,1.0
KH07692,48.0,co_ban,Trung,1.0,120.0,120.0,2.0,1.0
KH07693,,co_ban,Trung,94.0,140.0,13160.0,0.0,0.0
KH07694,30.0,cao_cap,Bac,17.0,490.0,8330.0,1.0,0.0
KH07695,18.0,co_ban,Nam,29.0,100.0,2900.0,1.0,0.0
KH07696,31.0,cao_cap,Bac,18.0,550.0,9900.0,2.0,1.0
KH07697,36.0,cao_cap,Nam,19.0,480.0,9120.0,0.0,0.0
KH07698,43.0,tieu_chuan,Nam,12.0,310.0,3720.0,2.0,1.0
KH07699,20.0,co_ban,Nam,35.0,110.0,3850.0,0.0,0.0
KH07700,18.0,tieu_chuan,Trung,9.0,210.0,1890.0,7.0,1.0
KH07701,50.0,tieu_chuan,Nam,15.0,270.0,4050.0,3.0,1.0
KH07702,40.0,co_ban,Nam,56.0,110.0,6160.0,2.0,0.0
KH07703,,tieu_chuan,Nam,14.0,290.0,4060.0,2.0,1.0
KH07704,38.0,tieu_chuan,Nam,1.0,290.0,290.0,3.0,1.0
KH07705,33.0,tieu_chuan,Nam,35.0,280.0,9800.0,1.0,1.0
KH07706,36.0,cao_cap,Bac,1.0,430.0,430.0,1.0,1.0
KH07707,35.0,cao_cap,Nam,14.0,540.0,7560.0,1.0,0.0
KH07708,54.0,co_ban,Nam,25.0,140.0,3500.0,0.0,1.0
KH07709,51.0,co_ban,Trung,5.0,110.0,550.0,0.0,1.0
KH07710,51.0,co_ban,Trung,57.0,100.0,5700.0,0.0,0.0
KH07711,56.0,tieu_chuan,Bac,34.0,240.0,8160.0,1.0,0.0
KH07712,41.0,tieu_chuan,Bac,6.0,290.0,1740.0,8.0,1.0
KH07713,35.0,cao_cap,Nam,1.0,420.0,420.0,0.0,0.0
KH07714,26.0,tieu_chuan,Bac,30.0,210.0,6300.0,1.0,0.0
KH07715,18.0,tieu_chuan,Nam,12.0,240.0,2880.0,1.0,1.0
KH07716,22.0,co_ban,Nam,8.0,120.0,960.0,0.0,0.0
KH07717,18.0,co_ban,Bac,4.0,100.0,400.0,3.0,1.0
KH07718,40.0,co_ban,Trung,37.0,140.0,5180.0,1.0,0.0
KH07719,26.0,tieu_chuan,Nam,58.0,310.0,17980.0,1.0,1.0
KH07720,37.0,tieu_chuan,Trung,40.0,270.0,10800.0,10.0,1.0
KH07721,37.0,cao_cap,Trung,38.0,510.0,19380.0,4.0,0.0
KH07722,42.0,co_ban,Nam,1.0,120.0,120.0,0.0,0.0
KH07723,48.0,tieu_chuan,Bac,2.0,250.0,500.0,1.0,1.0
KH07724,48.0,co_ban,Nam,51.0,150.0,7650.0,2.0,0.0
KH07725,46.0,co_ban,Trung,1.0,150.0,150.0,1.0,1.0
KH07726,51.0,co_ban,Bac,10.0,100.0,1000.0,1.0,0.0
KH07727,38.0,tieu_chuan,Nam,1.0,200.0,200.0,1.0,1.0
KH07728,23.0,co_ban,Nam,2.0,140.0,280.0,2.0,1.0
KH07729,33.0,co_ban,Nam,38.0,130.0,4940.0,1.0,0.0
KH07730,20.0,co_ban,Trung,41.0,110.0,4510.0,0.0,0.0
KH07731,,co_ban,Nam,23.0,110.0,2530.0,0.0,1.0
KH07732,43.0,cao_cap,Trung,33.0,610.0,20130.0,0.0,0.0
KH07733,30.0,co_ban,Nam,52.0,100.0,5200.0,3.0,0.0
KH07734,20.0,tieu_chuan,Bac,26.0,220.0,5720.0,0.0,0.0
KH07735,25.0,tieu_chuan,Bac,7.0,300.0,2100.0,1.0,1.0
KH07736,49.0,co_ban,Trung,2.0,150.0,300.0,1.0,0.0
KH07737,38.0,co_ban,Nam,18.0,120.0,2160.0,1.0,1.0
KH07738,45.0,cao_cap,Bac,7.0,580.0,4060.0,3.0,1.0
KH07739,38.0,co_ban,Bac,7.0,140.0,980.0,9.0,1.0
KH07740,45.0,tieu_chuan,Bac,49.0,280.0,13720.0,1.0,0.0
KH07741,39.0,tieu_chuan,Nam,46.0,280.0,12880.0,0.0,0.0
KH07742,27.0,co_ban,Bac,11.0,130.0,1430.0,0.0,0.0
KH07743,60.0,tieu_chuan,Bac,14.0,310.0,4340.0,4.0,1.0
KH07744,51.0,tieu_chuan,Nam,21.0,290.0,6090.0,1.0,0.0
KH07745,47.0,co_ban,Trung,59.0,140.0,8260.0,5.0,1.0
KH07746,32.0,cao_cap,Nam,71.0,460.0,32660.0,2.0,0.0
KH07747,59.0,co_ban,Bac,10.0,150.0,1500.0,1.0,1.0
KH07748,30.0,co_ban,Bac,1.0,140.0,140.0,1.0,0.0
KH07749,49.0,tieu_chuan,Nam,84.0,230.0,19320.0,1.0,0.0
KH07750,37.0,tieu_chuan,Bac,26.0,200.0,5200.0,2.0,0.0
KH07751,29.0,co_ban,Bac,51.0,110.0,5610.0,2.0,0.0
KH07752,51.0,co_ban,Trung,40.0,120.0,4800.0,1.0,0.0
KH07753,21.0,co_ban,Nam,58.0,150.0,8700.0,1.0,0.0
KH07754,35.0,tieu_chuan,Nam,70.0,280.0,19600.0,2.0,0.0
KH07755,32.0,co_ban,Nam,5.0,110.0,550.0,1.0,0.0
KH07756,33.0,tieu_chuan,Nam,115.0,250.0,28750.0,2.0,0.0
KH07757,50.0,co_ban,Trung,59.0,120.0,7080.0,1.0,0.0
KH07758,41.0,co_ban,Nam,3.0,100.0,300.0,1.0,0.0
KH07759,29.0,cao_cap,Nam,39.0,500.0,19500.0,0.0,0.0
KH07760,53.0,co_ban,Trung,33.0,130.0,4290.0,8.0,1.0
KH07761,63.0,tieu_chuan,Trung,99.0,230.0,22770.0,5.0,0.0
KH07762,26.0,co_ban,Trung,7.0,140.0,980.0,3.0,0.0
KH07763,18.0,co_ban,Nam,10.0,100.0,1000.0,3.0,1.0
KH07764,60.0,cao_cap,Bac,29.0,610.0,17690.0,1.0,0.0
KH07765,54.0,tieu_chuan,Bac,4.0,320.0,1280.0,1.0,0.0
KH07766,50.0,tieu_chuan,Bac,20.0,320.0,6400.0,8.0,1.0
KH07767,37.0,co_ban,Nam,9.0,120.0,1080.0,1.0,0.0
KH07768,21.0,tieu_chuan,Trung,4.0,270.0,1080.0,3.0,1.0
KH07769,33.0,tieu_chuan,Nam,6.0,240.0,1440.0,0.0,0.0
KH07770,26.0,tieu_chuan,Nam,20.0,300.0,6000.0,1.0,0.0
KH07771,34.0,co_ban,Trung,8.0,150.0,1200.0,2.0,0.0
KH07772,26.0,co_ban,Nam,26.0,110.0,2860.0,1.0,0.0
KH07773,23.0,tieu_chuan,Nam,9.0,240.0,2160.0,2.0,0.0
KH07774,48.0,tieu_chuan,Nam,42.0,320.0,13440.0,2.0,0.0
KH07775,36.0,cao_cap,Trung,1.0,570.0,570.0,0.0,1.0
KH07776,31.0,tieu_chuan,Trung,8.0,240.0,1920.0,11.0,1.0
KH07777,54.0,tieu_chuan,Bac,8.0,300.0,2400.0,1.0,0.0
KH07778,46.0,co_ban,Nam,4.0,140.0,560.0,3.0,1.0
KH07779,49.0,tieu_chuan,Nam,7.0,310.0,2170.0,1.0,0.0
KH07780,25.0,tieu_chuan,Nam,3.0,250.0,750.0,2.0,1.0
KH07781,,co_ban,Nam,1.0,110.0,110.0,0.0,0.0
KH07782,38.0,tieu_chuan,Bac,53.0,230.0,12190.0,1.0,0.0
KH07783,23.0,co_ban,Nam,120.0,140.0,16800.0,0.0,0.0
KH07784,18.0,co_ban,Nam,3.0,150.0,450.0,2.0,0.0
KH07785,46.0,co_ban,Nam,14.0,100.0,1400.0,1.0,1.0
KH07786,33.0,co_ban,Bac,39.0,140.0,5460.0,3.0,0.0
KH07787,,tieu_chuan,Trung,5.0,210.0,1050.0,3.0,0.0
KH07788,38.0,co_ban,Bac,2.0,110.0,220.0,2.0,1.0
KH07789,58.0,tieu_chuan,Trung,9.0,310.0,2790.0,2.0,0.0
KH07790,64.0,cao_cap,Bac,76.0,500.0,38000.0,2.0,0.0
KH07791,30.0,co_ban,Nam,1.0,120.0,120.0,0.0,1.0
KH07792,30.0,tieu_chuan,Trung,8.0,210.0,1680.0,6.0,0.0
KH07793,49.0,tieu_chuan,Bac,21.0,210.0,4410.0,1.0,0.0
KH07794,39.0,co_ban,Bac,114.0,150.0,17100.0,2.0,0.0
KH07795,56.0,cao_cap,Nam,19.0,490.0,9310.0,0.0,0.0
KH07796,51.0,tieu_chuan,Bac,27.0,270.0,7290.0,4.0,1.0
KH07797,37.0,co_ban,Nam,49.0,140.0,6860.0,2.0,0.0
KH07798,46.0,tieu_chuan,Nam,24.0,240.0,5760.0,11.0,1.0
KH07799,27.0,tieu_chuan,Nam,9.0,240.0,2160.0,1.0,0.0
KH07800,42.0,tieu_chuan,Bac,23.0,230.0,5290.0,1.0,0.0
KH07801,49.0,co_ban,Nam,9.0,100.0,900.0,1.0,1.0
KH07802,26.0,tieu_chuan,Nam,1.0,300.0,300.0,1.0,1.0
KH07803,18.0,cao_cap,Bac,4.0,650.0,2600.0,0.0,0.0
KH07804,54.0,tieu_chuan,Nam,16.0,200.0,3200.0,6.0,1.0
KH07805,32.0,co_ban,Bac,57.0,130.0,7410.0,2.0,0.0
KH07806,37.0,tieu_chuan,Bac,9.0,280.0,2520.0,0.0,0.0
KH07807,30.0,tieu_chuan,Bac,73.0,270.0,19710.0,0.0,0.0
KH07808,37.0,tieu_chuan,Trung,17.0,220.0,3740.0,1.0,1.0
KH07809,23.0,co_ban,Nam,33.0,110.0,3630.0,1.0,0.0
KH07810,43.0,co_ban,Nam,64.0,110.0,7040.0,3.0,0.0
KH07811,56.0,tieu_chuan,Nam,15.0,310.0,4650.0,9.0,1.0
KH07812,39.0,tieu_chuan,Bac,1.0,290.0,290.0,2.0,0.0
KH07813,48.0,co_ban,Bac,11.0,110.0,1210.0,1.0,0.0
KH07814,29.0,co_ban,Nam,11.0,130.0,1430.0,3.0,0.0
KH07815,29.0,tieu_chuan,Bac,10.0,210.0,2100.0,3.0,1.0
KH07816,56.0,tieu_chuan,Bac,23.0,220.0,5060.0,0.0,0.0
KH07817,19.0,tieu_chuan,Bac,49.0,280.0,13720.0,1.0,0.0
KH07818,47.0,co_ban,Bac,12.0,130.0,1560.0,0.0,0.0
KH07819,26.0,co_ban,Trung,14.0,100.0,1400.0,0.0,0.0
KH07820,36.0,co_ban,Trung,18.0,110.0,1980.0,4.0,1.0
KH07821,43.0,co_ban,Nam,7.0,140.0,980.0,1.0,1.0
KH07822,44.0,co_ban,Trung,8.0,140.0,1120.0,0.0,1.0
KH07823,22.0,co_ban,Trung,40.0,120.0,4800.0,2.0,0.0
KH07824,42.0,tieu_chuan,Trung,33.0,210.0,6930.0,2.0,0.0
KH07825,36.0,cao_cap,Nam,9.0,610.0,5490.0,2.0,1.0
KH07826,18.0,tieu_chuan,Bac,2.0,280.0,560.0,0.0,0.0
KH07827,33.0,cao_cap,Bac,7.0,500.0,3500.0,0.0,0.0
KH07828,37.0,tieu_chuan,Bac,12.0,300.0,3600.0,3.0,1.0
KH07829,43.0,co_ban,Bac,32.0,150.0,4800.0,7.0,1.0
KH07830,20.0,co_ban,Nam,27.0,130.0,3510.0,1.0,0.0
KH07831,34.0,tieu_chuan,Nam,71.0,240.0,17040.0,1.0,0.0
KH07832,53.0,co_ban,Trung,46.0,150.0,6900.0,7.0,1.0
KH07833,37.0,tieu_chuan,Bac,30.0,240.0,7200.0,1.0,0.0
KH07834,34.0,co_ban,Bac,33.0,150.0,4950.0,2.0,0.0
KH07835,39.0,co_ban,Nam,24.0,110.0,2640.0,1.0,1.0
KH07836,24.0,co_ban,Trung,18.0,160.0,2880.0,1.0,0.0
KH07837,38.0,cao_cap,Trung,14.0,590.0,8260.0,9.0,1.0
KH07838,18.0,tieu_chuan,Nam,29.0,270.0,7830.0,1.0,1.0
KH07839,36.0,cao_cap,Bac,5.0,660.0,3300.0,0.0,1.0
KH07840,39.0,cao_cap,Nam,120.0,510.0,61200.0,1.0,0.0
KH07841,30.0,tieu_chuan,Bac,31.0,210.0,6510.0,1.0,0.0
KH07842,30.0,tieu_chuan,Nam,6.0,270.0,1620.0,1.0,1.0
KH07843,41.0,cao_cap,Nam,70.0,480.0,33600.0,2.0,0.0
KH07844,38.0,cao_cap,Bac,13.0,480.0,6240.0,1.0,1.0
KH07845,25.0,co_ban,Bac,9.0,140.0,1260.0,0.0,0.0
KH07846,,tieu_chuan,Nam,3.0,300.0,900.0,0.0,1.0
KH07847,37.0,cao_cap,Nam,40.0,560.0,22400.0,1.0,1.0
KH07848,30.0,co_ban,Bac,19.0,140.0,2660.0,2.0,1.0
KH07849,35.0,co_ban,Bac,12.0,130.0,1560.0,0.0,0.0
KH07850,44.0,co_ban,Nam,13.0,150.0,1950.0,1.0,0.0
KH07851,48.0,cao_cap,Trung,27.0,590.0,15930.0,0.0,1.0
KH07852,22.0,co_ban,Nam,23.0,100.0,2300.0,4.0,1.0
KH07853,41.0,co_ban,Trung,26.0,130.0,3380.0,1.0,1.0
KH07854,43.0,co_ban,Nam,9.0,120.0,1080.0,0.0,0.0
KH07855,18.0,co_ban,Nam,12.0,110.0,1320.0,2.0,1.0
KH07856,66.0,co_ban,Trung,20.0,120.0,2400.0,1.0,0.0
KH07857,24.0,tieu_chuan,Bac,19.0,310.0,5890.0,2.0,1.0
KH07858,41.0,cao_cap,Trung,7.0,500.0,3500.0,10.0,1.0
KH07859,53.0,cao_cap,Bac,11.0,570.0,6270.0,0.0,0.0
KH07860,38.0,co_ban,Bac,5.0,140.0,700.0,1.0,0.0
KH07861,31.0,co_ban,Trung,14.0,140.0,1960.0,0.0,1.0
KH07862,22.0,cao_cap,Nam,1.0,450.0,450.0,1.0,0.0
KH07863,46.0,tieu_chuan,Bac,54.0,220.0,11880.0,4.0,0.0
KH07864,65.0,tieu_chuan,Bac,63.0,300.0,18900.0,1.0,0.0
KH07865,19.0,tieu_chuan,Bac,2.0,210.0,420.0,3.0,1.0
KH07866,27.0,cao_cap,Bac,17.0,460.0,7820.0,8.0,1.0
KH07867,18.0,co_ban,Nam,17.0,150.0,2550.0,0.0,0.0
KH07868,19.0,tieu_chuan,Nam,3.0,310.0,930.0,0.0,0.0
KH07869,21.0,tieu_chuan,Bac,3.0,300.0,900.0,4.0,0.0
KH07870,18.0,co_ban,Nam,17.0,130.0,2210.0,7.0,1.0
KH07871,27.0,tieu_chuan,Nam,76.0,320.0,24320.0,0.0,0.0
KH07872,28.0,cao_cap,Trung,17.0,660.0,11220.0,1.0,0.0
KH07873,45.0,co_ban,Bac,27.0,140.0,3780.0,0.0,1.0
KH07874,53.0,co_ban,Trung,1.0,140.0,140.0,2.0,1.0
KH07875,57.0,tieu_chuan,Trung,5.0,220.0,1100.0,1.0,0.0
KH07876,53.0,tieu_chuan,Nam,18.0,290.0,5220.0,3.0,0.0
KH07877,43.0,cao_cap,Bac,6.0,600.0,3600.0,1.0,0.0
KH07878,53.0,co_ban,Bac,3.0,130.0,390.0,2.0,1.0
KH07879,42.0,cao_cap,Bac,16.0,640.0,10240.0,1.0,1.0
KH07880,53.0,co_ban,Nam,14.0,140.0,1960.0,1.0,0.0
KH07881,46.0,tieu_chuan,Trung,16.0,260.0,4160.0,3.0,0.0
KH07882,34.0,tieu_chuan,Trung,8.0,210.0,1680.0,0.0,0.0
KH07883,59.0,tieu_chuan,Trung,11.0,300.0,3300.0,2.0,0.0
KH07884,30.0,co_ban,Nam,10.0,110.0,1100.0,0.0,0.0
KH07885,18.0,co_ban,Bac,13.0,150.0,1950.0,10.0,1.0
KH07886,41.0,tieu_chuan,Nam,62.0,250.0,15500.0,0.0,0.0
KH07887,26.0,tieu_chuan,Nam,19.0,210.0,3990.0,1.0,1.0
KH07888,24.0,co_ban,Nam,1.0,130.0,130.0,3.0,1.0
KH07889,35.0,co_ban,Nam,10.0,140.0,1400.0,8.0,1.0
KH07890,30.0,tieu_chuan,Bac,16.0,280.0,4480.0,1.0,1.0
KH07891,40.0,co_ban,Trung,26.0,130.0,3380.0,0.0,0.0
KH07892,48.0,cao_cap,Trung,23.0,460.0,10580.0,3.0,0.0
KH07893,37.0,cao_cap,Trung,120.0,590.0,70800.0,7.0,0.0
KH07894,45.0,tieu_chuan,Trung,71.0,210.0,14910.0,1.0,0.0
