ma_kh,ngay_dat,gia_tri
KH00037,2025-11-28,632000.0
KH00448,2025-11-28,270000.0
KH00683,2025-11-28,841000.0
KH00116,2025-11-28,93000.0
KH00954,2025-11-28,179000.0
KH00940,2025-11-28,384000.0
KH00646,2025-11-28,268000.0
KH00648,2025-11-28,297000.0
KH02281,2025-11-28,28000.0
KH00252,2025-11-28,125000.0
KH01630,2025-11-28,141000.0
KH00095,2025-11-28,220000.0
KH02408,2025-11-28,87000.0
KH02240,2025-11-28,56000.0
KH00569,2025-11-28,203000.0
KH01782,2025-11-28,173000.0
KH02080,2025-11-28,87000.0
KH01066,2025-11-28,765000.0
KH00272,2025-11-28,100000.0
KH00852,2025-11-28,231000.0
KH01066,2025-11-28,163000.0
KH02311,2025-11-28,81000.0
KH00069,2025-11-28,114000.0
KH01945,2025-11-28,342000.0
KH01304,2025-11-28,48000.0
KH01157,2025-11-28,123000.0
KH00160,2025-11-28,436000.0
KH02109,2025-11-29,444000.0
KH01090,2025-11-29,412000.0
KH01091,2025-11-29,137000.0
KH00548,2025-11-29,153000.0
KH00852,2025-11-29,106000.0
KH00396,2025-11-29,348000.0
KH01381,2025-11-29,327000.0
KH01463,2025-11-29,257000.0
KH00607,2025-11-29,101000.0
KH00198,2025-11-29,1270000.0
KH01779,2025-11-29,861000.0
KH02420,2025-11-29,162000.0
KH00525,2025-11-29,627000.0
KH01631,2025-11-29,108000.0
KH02097,2025-11-29,142000.0
KH02208,2025-11-29,352000.0
KH01829,2025-11-29,285000.0
KH02223,2025-11-29,56000.0
KH00277,2025-11-29,45000.0
KH01595,2025-11-29,730000.0
KH01787,2025-11-29,384000.0
KH01467,2025-11-29,194000.0
KH01604,2025-11-29,118000.0
KH01689,2025-11-29,345000.0
KH01209,2025-11-29,109000.0
KH00110,2025-11-29,208000.0
KH01500,2025-11-29,372000.0
KH01497,2025-11-29,276000.0
KH02271,2025-11-29,233000.0
KH01866,2025-11-29,218000.0
KH00665,2025-11-29,55000.0
KH00967,2025-11-29,666000.0
KH01798,2025-11-29,444000.0
KH00509,2025-11-29,243000.0
KH02491,2025-11-29,108000.0
KH01607,2025-11-29,73000.0
KH01349,2025-11-29,127000.0
KH00616,2025-11-29,203000.0
KH00340,2025-11-29,368000.0
KH00542,2025-11-29,126000.0
KH00360,2025-11-29,225000.0
KH01648,2025-11-29,323000.0
KH00986,2025-11-29,281000.0
KH00360,2025-11-29,339000.0
KH02248,2025-11-29,451000.0
KH01857,2025-11-29,408000.0
KH01576,2025-11-29,105000.0
KH00452,2025-11-29,144000.0
KH00289,2025-11-29,586000.0
KH00950,2025-11-29,481000.0
KH00448,2025-11-29,185000.0
KH02261,2025-11-29,432000.0
KH00056,2025-11-29,163000.0
KH01055,2025-11-29,459000.0
KH02474,2025-11-29,639000.0
KH00348,2025-11-29,34000.0
KH00308,2025-11-29,145000.0
KH00073,2025-11-29,148000.0
KH02437,2025-11-29,235000.0
KH00923,2025-11-29,99000.0
KH00163,2025-11-29,75000.0
KH01163,2025-11-29,229000.0
KH01408,2025-11-29,1044000.0
KH00720,2025-11-29,50000.0
KH01770,2025-11-29,855000.0
KH01944,2025-11-29,605000.0
KH01313,2025-11-29,200000.0
KH01091,2025-11-29,466000.0
KH00575,2025-11-29,194000.0
KH01735,2025-11-29,394000.0
KH01663,2025-11-29,73000.0
KH00115,2025-11-29,51000.0
KH01776,2025-11-29,130000.0
KH00324,2025-11-29,185000.0
KH00575,2025-11-29,57000.0
KH00920,2025-11-29,141000.0
KH02311,2025-11-29,248000.0
KH00932,2025-11-29,54000.0
KH02121,2025-11-29,153000.0
KH02061,2025-11-29,255000.0
KH00290,2025-11-29,201000.0
KH01415,2025-11-29,55000.0
KH00828,2025-11-29,191000.0
KH01701,2025-11-29,71000.0
KH00571,2025-11-29,785000.0
KH02454,2025-11-29,221000.0
KH00386,2025-11-29,114000.0
KH00096,2025-11-29,154000.0
KH00315,2025-11-29,180000.0
KH00574,2025-11-29,427000.0
KH01853,2025-11-29,74000.0
KH02476,2025-11-29,85000.0
KH02327,2025-11-29,101000.0
KH00154,2025-11-29,311000.0
KH00487,2025-11-30,498000.0
KH01402,2025-11-30,89000.0
KH00746,2025-11-30,355000.0
KH00805,2025-11-30,40000.0
KH00941,2025-11-30,444000.0
KH02166,2025-11-30,232000.0
KH02423,2025-11-30,100000.0
KH01508,2025-11-30,211000.0
KH00348,2025-11-30,64000.0
KH01549,2025-11-30,288000.0
KH02379,2025-11-30,235000.0
KH01564,2025-11-30,155000.0
KH00039,2025-11-30,1217000.0
KH02183,2025-11-30,144000.0
KH00459,2025-11-30,69000.0
KH00808,2025-11-30,411000.0
KH01419,2025-11-30,171000.0
KH00299,2025-11-30,305000.0
KH00657,2025-11-30,161000.0
KH00526,2025-11-30,296000.0
KH01464,2025-11-30,361000.0
KH00317,2025-11-30,387000.0
KH02362,2025-11-30,286000.0
KH01463,2025-11-30,385000.0
KH01704,2025-11-30,99000.0
KH02429,2025-11-30,193000.0
KH00648,2025-11-30,106000.0
KH00225,2025-11-30,61000.0
KH01764,2025-11-30,129000.0
KH01889,2025-11-30,159000.0
KH01365,2025-11-30,355000.0
KH00193,2025-11-30,75000.0
KH01773,2025-11-30,214000.0
KH00546,2025-11-30,192000.0
KH02002,2025-11-30,178000.0
KH01388,2025-11-30,340000.0
KH01224,2025-11-30,644000.0
KH01898,2025-11-30,184000.0
KH00379,2025-11-30,395000.0
KH01844,2025-11-30,106000.0
KH01937,2025-11-30,329000.0
KH01987,2025-11-30,100000.0
KH01475,2025-11-30,318000.0
KH00524,2025-11-30,211000.0
KH00208,2025-11-30,221000.0
KH00626,2025-11-30,96000.0
KH01602,2025-11-30,239000.0
KH00308,2025-11-30,283000.0
KH00179,2025-11-30,109000.0
KH02214,2025-11-30,536000.0
KH01736,2025-11-30,124000.0
KH01170,2025-11-30,157000.0
KH00075,2025-11-30,183000.0
KH02037,2025-11-30,136000.0
KH00522,2025-11-30,678000.0
KH00292,2025-11-30,322000.0
KH01715,2025-11-30,911000.0
KH00114,2025-11-30,112000.0
KH00893,2025-11-30,321000.0
KH00519,2025-11-30,105000.0
KH00183,2025-11-30,243000.0
KH00115,2025-11-30,236000.0
KH00808,2025-11-30,820000.0
KH01262,2025-11-30,74000.0
KH00016,2025-11-30,80000.0
KH00971,2025-11-30,134000.0
KH00392,2025-11-30,75000.0
KH02077,2025-11-30,253000.0
KH00831,2025-11-30,130000.0
KH00104,2025-11-30,70000.0
KH01747,2025-11-30,348000.0
KH00066,2025-11-30,634000.0
KH00024,2025-12-01,92000.0
KH02127,2025-12-01,102000.0
KH01779,2025-12-01,258000.0
KH00355,2025-12-01,467000.0
KH01040,2025-12-01,162000.0
KH00174,2025-12-01,182000.0
KH00365,2025-12-01,59000.0
KH02175,2025-12-01,115000.0
KH00956,2025-12-01,275000.0
KH00550,2025-12-01,89000.0
KH01826,2025-12-01,345000.0
KH02344,2025-12-01,274000.0
KH01747,2025-12-01,236000.0
KH01154,2025-12-01,449000.0
KH00290,2025-12-01,310000.0
KH01639,2025-12-01,923000.0
KH02380,2025-12-01,154000.0
KH00872,2025-12-01,154000.0
KH01853,2025-12-01,315000.0
KH00099,2025-12-01,139000.0
KH01279,2025-12-01,366000.0
KH00612,2025-12-01,206000.0
KH00272,2025-12-01,273000.0
KH00171,2025-12-01,168000.0
KH02120,2025-12-01,237000.0
KH00890,2025-12-01,24000.0
KH00533,2025-12-01,68000.0
KH00683,2025-12-01,558000.0
KH01142,2025-12-01,114000.0
KH01661,2025-12-01,229000.0
KH01226,2025-12-01,209000.0
KH02069,2025-12-01,860000.0
KH00699,2025-12-01,108000.0
KH00169,2025-12-01,107000.0
KH01841,2025-12-01,275000.0
KH00444,2025-12-01,211000.0
KH01374,2025-12-01,83000.0
KH01544,2025-12-01,626000.0
KH00850,2025-12-01,1005000.0
KH00503,2025-12-01,848000.0
KH02349,2025-12-01,313000.0
KH00561,2025-12-01,675000.0
KH01237,2025-12-01,353000.0
KH01819,2025-12-01,124000.0
KH00402,2025-12-01,725000.0
KH00695,2025-12-01,135000.0
KH00049,2025-12-01,111000.0
KH00550,2025-12-01,488000.0
KH00032,2025-12-01,68000.0
KH02397,2025-12-01,861000.0
KH02362,2025-12-01,830000.0
KH00803,2025-12-01,72000.0
KH02244,2025-12-01,71000.0
KH01122,2025-12-01,123000.0
KH00880,2025-12-01,508000.0
KH01410,2025-12-01,215000.0
KH01293,2025-12-01,77000.0
KH01053,2025-12-01,174000.0
KH01557,2025-12-01,645000.0
KH01153,2025-12-01,86000.0
KH00929,2025-12-01,148000.0
KH01137,2025-12-01,369000.0
KH01129,2025-12-01,123000.0
KH01468,2025-12-01,863000.0
KH01305,2025-12-01,210000.0
KH00032,2025-12-01,109000.0
KH01437,2025-12-01,120000.0
KH00086,2025-12-01,35000.0
KH00335,2025-12-01,645000.0
KH00141,2025-12-01,317000.0
KH02453,2025-12-01,29000.0
KH00395,2025-12-01,116000.0
KH01078,2025-12-01,123000.0
KH00660,2025-12-01,251000.0
KH00932,2025-12-01,134000.0
KH01134,2025-12-01,557000.0
KH00424,2025-12-01,338000.0
KH00898,2025-12-01,156000.0
KH01279,2025-12-01,315000.0
KH01771,2025-12-01,266000.0
KH02477,2025-12-01,99000.0
KH01386,2025-12-01,466000.0
KH00318,2025-12-01,131000.0
KH00825,2025-12-01,246000.0
KH00861,2025-12-02,151000.0
KH00975,2025-12-02,186000.0
KH00023,2025-12-02,163000.0
KH01018,2025-12-02,399000.0
KH01441,2025-12-02,699000.0
KH02308,2025-12-02,200000.0
KH01939,2025-12-02,254000.0
KH02141,2025-12-02,147000.0
KH00996,2025-12-02,102000.0
KH00765,2025-12-02,204000.0
KH01066,2025-12-02,207000.0
KH01555,2025-12-02,270000.0
KH01162,2025-12-02,167000.0
KH00396,2025-12-02,115000.0
KH00580,2025-12-02,189000.0
KH01672,2025-12-02,173000.0
KH01770,2025-12-02,303000.0
KH01202,2025-12-02,33000.0
KH02269,2025-12-02,123000.0
KH01972,2025-12-02,297000.0
KH01036,2025-12-02,198000.0
KH00922,2025-12-02,240000.0
KH01175,2025-12-02,136000.0
KH01473,2025-12-02,96000.0
KH00541,2025-12-02,180000.0
KH01352,2025-12-02,829000.0
KH00940,2025-12-02,171000.0
KH00500,2025-12-02,248000.0
KH01588,2025-12-02,166000.0
KH00599,2025-12-02,440000.0
KH00674,2025-12-02,464000.0
KH01249,2025-12-02,234000.0
KH00415,2025-12-02,337000.0
KH02325,2025-12-02,117000.0
KH01625,2025-12-02,241000.0
KH00596,2025-12-02,99000.0
KH00740,2025-12-02,81000.0
KH01595,2025-12-02,393000.0
KH00040,2025-12-02,244000.0
KH00922,2025-12-02,322000.0
KH01565,2025-12-02,1089000.0
KH01825,2025-12-02,253000.0
KH01892,2025-12-02,465000.0
KH01139,2025-12-02,247000.0
KH01560,2025-12-02,240000.0
KH00188,2025-12-02,170000.0
KH00533,2025-12-02,624000.0
KH02122,2025-12-02,254000.0
KH00464,2025-12-02,140000.0
KH02250,2025-12-02,270000.0
KH01963,2025-12-02,194000.0
KH00798,2025-12-02,187000.0
KH01602,2025-12-02,116000.0
KH02348,2025-12-02,177000.0
KH00696,2025-12-02,193000.0
KH00234,2025-12-02,910000.0
KH01578,2025-12-02,71000.0
KH02129,2025-12-02,99000.0
KH00235,2025-12-02,219000.0
KH00258,2025-12-02,213000.0
KH00078,2025-12-02,270000.0
KH00187,2025-12-02,1457000.0
KH01902,2025-12-02,485000.0
KH00065,2025-12-02,1785000.0
KH02204,2025-12-02,204000.0
KH01371,2025-12-02,172000.0
KH00697,2025-12-02,259000.0
KH00622,2025-12-02,112000.0
KH00699,2025-12-02,424000.0
KH02479,2025-12-02,39000.0
KH00324,2025-12-02,519000.0
KH00899,2025-12-02,233000.0
KH00489,2025-12-02,423000.0
KH01494,2025-12-02,1443000.0
KH00069,2025-12-02,48000.0
KH02351,2025-12-02,145000.0
KH02125,2025-12-02,234000.0
KH00849,2025-12-02,64000.0
KH01077,2025-12-02,78000.0
KH01377,2025-12-02,1226000.0
KH01706,2025-12-02,93000.0
KH02321,2025-12-02,60000.0
KH00700,2025-12-03,180000.0
KH00070,2025-12-03,162000.0
KH00997,2025-12-03,601000.0
KH01228,2025-12-03,117000.0
KH01777,2025-12-03,284000.0
KH00524,2025-12-03,21000.0
KH01630,2025-12-03,183000.0
KH01727,2025-12-03,106000.0
KH01406,2025-12-03,149000.0
KH02176,2025-12-03,178000.0
KH01480,2025-12-03,1478000.0
KH00166,2025-12-03,172000.0
KH02160,2025-12-03,79000.0
KH01480,2025-12-03,197000.0
KH00305,2025-12-03,818000.0
KH02136,2025-12-03,875000.0
KH00825,2025-12-03,542000.0
KH00805,2025-12-03,747000.0
KH01183,2025-12-03,66000.0
KH02185,2025-12-03,242000.0
KH01728,2025-12-03,262000.0
KH01066,2025-12-03,434000.0
KH01404,2025-12-03,159000.0
KH00298,2025-12-03,206000.0
KH00863,2025-12-03,64000.0
KH01018,2025-12-03,92000.0
KH02014,2025-12-03,112000.0
KH01995,2025-12-03,1236000.0
KH00754,2025-12-03,134000.0
KH00553,2025-12-03,198000.0
KH01092,2025-12-03,422000.0
KH01729,2025-12-03,161000.0
KH01330,2025-12-03,174000.0
KH01382,2025-12-03,866000.0
KH01103,2025-12-03,76000.0
KH00116,2025-12-03,123000.0
KH02344,2025-12-03,340000.0
KH01981,2025-12-03,202000.0
KH00174,2025-12-03,126000.0
KH01059,2025-12-03,158000.0
KH01778,2025-12-03,71000.0
KH01933,2025-12-03,118000.0
KH01770,2025-12-03,254000.0
KH02175,2025-12-03,108000.0
KH01652,2025-12-03,106000.0
KH01406,2025-12-03,252000.0
KH00532,2025-12-03,269000.0
KH01342,2025-12-03,114000.0
KH00087,2025-12-03,59000.0
KH02038,2025-12-03,173000.0
KH01822,2025-12-03,105000.0
KH00969,2025-12-03,201000.0
KH01183,2025-12-03,115000.0
KH02439,2025-12-03,334000.0
KH01606,2025-12-03,84000.0
KH01530,2025-12-03,195000.0
KH00411,2025-12-03,237000.0
KH01135,2025-12-03,164000.0
KH01914,2025-12-03,163000.0
KH01618,2025-12-03,300000.0
KH01769,2025-12-03,49000.0
KH01099,2025-12-03,151000.0
KH01688,2025-12-03,197000.0
KH02403,2025-12-03,229000.0
KH00112,2025-12-03,583000.0
KH00057,2025-12-03,229000.0
KH01757,2025-12-03,58000.0
KH01614,2025-12-03,72000.0
KH00367,2025-12-03,93000.0
KH00127,2025-12-03,367000.0
KH02406,2025-12-03,328000.0
KH00267,2025-12-03,162000.0
KH02367,2025-12-03,909000.0
KH00825,2025-12-03,194000.0
KH01051,2025-12-03,51000.0
KH00240,2025-12-04,124000.0
KH01244,2025-12-04,72000.0
KH01683,2025-12-04,183000.0
KH00868,2025-12-04,1102000.0
KH02099,2025-12-04,159000.0
KH00014,2025-12-04,353000.0
KH02444,2025-12-04,185000.0
KH01912,2025-12-04,97000.0
KH02437,2025-12-04,79000.0
KH02347,2025-12-04,205000.0
KH01083,2025-12-04,118000.0
KH01616,2025-12-04,153000.0
KH01872,2025-12-04,275000.0
KH00913,2025-12-04,140000.0
KH00087,2025-12-04,72000.0
KH01332,2025-12-04,90000.0
KH01529,2025-12-04,213000.0
KH01150,2025-12-04,221000.0
KH01710,2025-12-04,205000.0
KH00769,2025-12-04,44000.0
KH01417,2025-12-04,162000.0
KH02251,2025-12-04,80000.0
KH00159,2025-12-04,1054000.0
KH02116,2025-12-04,65000.0
KH00972,2025-12-04,100000.0
KH02255,2025-12-04,189000.0
KH02242,2025-12-04,47000.0
KH00209,2025-12-04,278000.0
KH00751,2025-12-04,267000.0
KH02354,2025-12-04,1236000.0
KH01688,2025-12-04,359000.0
KH01954,2025-12-04,57000.0
KH01057,2025-12-04,237000.0
KH01786,2025-12-04,140000.0
KH01567,2025-12-04,162000.0
KH00493,2025-12-04,137000.0
KH00253,2025-12-04,254000.0
KH01699,2025-12-04,145000.0
KH02465,2025-12-04,98000.0
KH00453,2025-12-04,373000.0
KH00757,2025-12-04,207000.0
KH01492,2025-12-04,34000.0
KH01125,2025-12-04,139000.0
KH01848,2025-12-04,246000.0
KH01028,2025-12-04,203000.0
KH00198,2025-12-04,187000.0
KH02318,2025-12-04,235000.0
KH00837,2025-12-04,151000.0
KH01689,2025-12-04,106000.0
KH01020,2025-12-04,38000.0
KH00584,2025-12-04,323000.0
KH00878,2025-12-04,503000.0
KH02220,2025-12-04,661000.0
KH00028,2025-12-04,335000.0
KH00183,2025-12-04,371000.0
KH01190,2025-12-04,336000.0
KH02457,2025-12-04,223000.0
KH01677,2025-12-04,121000.0
KH00184,2025-12-04,33000.0
KH02443,2025-12-04,197000.0
KH00466,2025-12-04,277000.0
KH01233,2025-12-04,292000.0
KH00004,2025-12-04,447000.0
KH01887,2025-12-04,424000.0
KH00979,2025-12-04,162000.0
KH02241,2025-12-04,94000.0
KH00681,2025-12-04,169000.0
KH00333,2025-12-04,285000.0
KH00576,2025-12-04,226000.0
KH02314,2025-12-04,229000.0
KH02369,2025-12-04,691000.0
KH01573,2025-12-04,233000.0
KH00223,2025-12-04,143000.0
KH00377,2025-12-04,841000.0
KH00963,2025-12-04,226000.0
KH02473,2025-12-04,378000.0
KH01557,2025-12-04,94000.0
KH02319,2025-12-04,129000.0
KH02289,2025-12-05,152000.0
KH02225,2025-12-05,746000.0
KH00537,2025-12-05,141000.0
KH00680,2025-12-05,119000.0
KH01815,2025-12-05,730000.0
KH01400,2025-12-05,766000.0
KH01881,2025-12-05,295000.0
KH01192,2025-12-05,79000.0
KH02297,2025-12-05,361000.0
KH02473,2025-12-05,110000.0
KH00487,2025-12-05,102000.0
KH00448,2025-12-05,236000.0
KH00772,2025-12-05,983000.0
KH00726,2025-12-05,250000.0
KH00359,2025-12-05,123000.0
KH00576,2025-12-05,173000.0
KH00560,2025-12-05,410000.0
KH01315,2025-12-05,251000.0
KH00430,2025-12-05,149000.0
KH00191,2025-12-05,48000.0
KH00324,2025-12-05,310000.0
KH00209,2025-12-05,306000.0
KH02122,2025-12-05,987000.0
KH02401,2025-12-05,240000.0
KH00072,2025-12-05,279000.0
KH01972,2025-12-05,106000.0
KH00563,2025-12-05,258000.0
KH00200,2025-12-05,182000.0
KH00079,2025-12-05,521000.0
KH01111,2025-12-05,284000.0
KH01039,2025-12-05,387000.0
KH02446,2025-12-05,58000.0
KH02479,2025-12-05,313000.0
KH00959,2025-12-05,145000.0
KH00500,2025-12-05,320000.0
KH02367,2025-12-05,248000.0
KH00742,2025-12-05,156000.0
KH01111,2025-12-05,79000.0
KH00509,2025-12-05,336000.0
KH00976,2025-12-05,228000.0
KH00626,2025-12-05,241000.0
KH00446,2025-12-05,119000.0
KH00450,2025-12-05,26000.0
KH02390,2025-12-05,294000.0
KH00487,2025-12-05,125000.0
KH00724,2025-12-05,431000.0
KH02118,2025-12-05,42000.0
KH01866,2025-12-05,63000.0
KH02069,2025-12-05,288000.0
KH02259,2025-12-05,478000.0
KH01556,2025-12-05,35000.0
KH02060,2025-12-05,201000.0
KH01612,2025-12-05,100000.0
KH01410,2025-12-05,223000.0
KH00027,2025-12-05,173000.0
KH00972,2025-12-05,1094000.0
KH01741,2025-12-05,47000.0
KH01550,2025-12-05,159000.0
KH00360,2025-12-05,233000.0
KH00360,2025-12-05,831000.0
KH00984,2025-12-05,94000.0
KH02226,2025-12-05,137000.0
KH02103,2025-12-05,325000.0
KH01884,2025-12-05,103000.0
KH02060,2025-12-05,148000.0
KH02193,2025-12-05,181000.0
KH01321,2025-12-05,300000.0
KH01183,2025-12-05,57000.0
KH00249,2025-12-05,432000.0
KH01373,2025-12-05,70000.0
KH00141,2025-12-05,145000.0
KH00125,2025-12-05,662000.0
KH02161,2025-12-05,110000.0
KH00899,2025-12-05,86000.0
KH00916,2025-12-05,90000.0
KH02416,2025-12-05,316000.0
KH02012,2025-12-06,102000.0
KH01514,2025-12-06,291000.0
KH02104,2025-12-06,77000.0
KH02449,2025-12-06,93000.0
KH00214,2025-12-06,612000.0
KH00577,2025-12-06,52000.0
KH01646,2025-12-06,82000.0
KH01048,2025-12-06,36000.0
KH00718,2025-12-06,221000.0
KH01568,2025-12-06,234000.0
KH01146,2025-12-06,360000.0
KH00556,2025-12-06,482000.0
KH02112,2025-12-06,133000.0
KH00641,2025-12-06,191000.0
KH00179,2025-12-06,126000.0
KH01458,2025-12-06,358000.0
KH02067,2025-12-06,91000.0
KH00661,2025-12-06,93000.0
KH00672,2025-12-06,105000.0
KH01595,2025-12-06,139000.0
KH01465,2025-12-06,366000.0
KH00438,2025-12-06,137000.0
KH00570,2025-12-06,195000.0
KH02476,2025-12-06,135000.0
KH01480,2025-12-06,270000.0
KH00100,2025-12-06,429000.0
KH02104,2025-12-06,51000.0
KH01237,2025-12-06,103000.0
KH01178,2025-12-06,71000.0
KH00527,2025-12-06,197000.0
KH00644,2025-12-06,109000.0
KH00755,2025-12-06,192000.0
KH00833,2025-12-06,227000.0
KH01970,2025-12-06,148000.0
KH00357,2025-12-06,134000.0
KH01896,2025-12-06,69000.0
KH01796,2025-12-06,558000.0
KH02077,2025-12-06,186000.0
KH00781,2025-12-06,250000.0
KH00460,2025-12-06,186000.0
KH01659,2025-12-06,76000.0
KH00839,2025-12-06,178000.0
KH00988,2025-12-06,200000.0
KH02255,2025-12-06,88000.0
KH00563,2025-12-06,47000.0
KH01460,2025-12-06,46000.0
KH00668,2025-12-06,251000.0
KH01016,2025-12-06,253000.0
KH00799,2025-12-06,78000.0
KH00857,2025-12-06,117000.0
KH00633,2025-12-06,241000.0
KH01004,2025-12-06,438000.0
KH02363,2025-12-06,160000.0
KH02398,2025-12-06,226000.0
KH01207,2025-12-06,217000.0
KH00577,2025-12-06,751000.0
KH01194,2025-12-06,653000.0
KH00721,2025-12-06,612000.0
KH02277,2025-12-06,96000.0
KH01984,2025-12-06,416000.0
KH01997,2025-12-06,160000.0
KH01684,2025-12-06,53000.0
KH00896,2025-12-06,217000.0
KH00653,2025-12-06,417000.0
KH00902,2025-12-06,183000.0
KH02473,2025-12-06,92000.0
KH01916,2025-12-06,816000.0
KH01708,2025-12-06,286000.0
KH00537,2025-12-06,220000.0
KH02208,2025-12-06,175000.0
KH01454,2025-12-06,202000.0
KH01777,2025-12-06,497000.0
KH00175,2025-12-06,147000.0
KH00770,2025-12-06,90000.0
KH00171,2025-12-06,48000.0
KH02001,2025-12-06,135000.0
KH01897,2025-12-06,504000.0
KH00415,2025-12-06,247000.0
KH01563,2025-12-06,1926000.0
KH01937,2025-12-07,83000.0
KH01844,2025-12-07,611000.0
KH01770,2025-12-07,170000.0
KH00614,2025-12-07,151000.0
KH00924,2025-12-07,123000.0
KH02160,2025-12-07,550000.0
KH00989,2025-12-07,172000.0
KH00708,2025-12-07,521000.0
KH02278,2025-12-07,244000.0
KH00815,2025-12-07,192000.0
KH01839,2025-12-07,895000.0
KH00415,2025-12-07,274000.0
KH00010,2025-12-07,145000.0
KH02496,2025-12-07,61000.0
KH00455,2025-12-07,520000.0
KH01408,2025-12-07,467000.0
KH01395,2025-12-07,110000.0
KH00406,2025-12-07,832000.0
KH02268,2025-12-07,243000.0
KH01069,2025-12-07,217000.0
KH00418,2025-12-07,174000.0
KH01146,2025-12-07,75000.0
KH01121,2025-12-07,862000.0
KH00270,2025-12-07,161000.0
KH00239,2025-12-07,65000.0
KH01442,2025-12-07,181000.0
KH00724,2025-12-07,375000.0
KH00828,2025-12-07,283000.0
KH01192,2025-12-07,382000.0
KH01611,2025-12-07,123000.0
KH00397,2025-12-07,145000.0
KH00856,2025-12-07,660000.0
KH02131,2025-12-07,169000.0
KH01199,2025-12-07,25000.0
KH00072,2025-12-07,96000.0
KH02127,2025-12-07,108000.0
KH01778,2025-12-07,211000.0
KH01327,2025-12-07,397000.0
KH01688,2025-12-07,80000.0
KH01286,2025-12-07,111000.0
KH00056,2025-12-07,222000.0
KH01888,2025-12-07,214000.0
KH00018,2025-12-07,128000.0
KH00872,2025-12-07,197000.0
KH01770,2025-12-07,787000.0
KH01951,2025-12-07,245000.0
KH00093,2025-12-07,267000.0
KH01836,2025-12-07,465000.0
KH02292,2025-12-07,278000.0
KH01317,2025-12-07,73000.0
KH01195,2025-12-07,189000.0
KH02133,2025-12-07,149000.0
KH01454,2025-12-07,532000.0
KH00776,2025-12-07,103000.0
KH01033,2025-12-07,130000.0
KH00830,2025-12-07,211000.0
KH00699,2025-12-07,141000.0
KH02200,2025-12-07,300000.0
KH01784,2025-12-07,164000.0
KH01406,2025-12-07,614000.0
KH01053,2025-12-07,441000.0
KH01843,2025-12-07,603000.0
KH00354,2025-12-07,755000.0
KH01866,2025-12-07,225000.0
KH01435,2025-12-07,73000.0
KH02038,2025-12-07,270000.0
KH02234,2025-12-07,632000.0
KH01059,2025-12-07,106000.0
KH00540,2025-12-07,99000.0
KH01889,2025-12-07,150000.0
KH01004,2025-12-07,264000.0
KH00240,2025-12-07,132000.0
KH01026,2025-12-07,202000.0
KH00657,2025-12-07,588000.0
KH00267,2025-12-07,270000.0
KH00110,2025-12-07,450000.0
KH01057,2025-12-07,155000.0
KH01045,2025-12-07,315000.0
KH00043,2025-12-07,811000.0
KH00116,2025-12-07,98000.0
KH00460,2025-12-07,85000.0
KH01432,2025-12-07,72000.0
KH00199,2025-12-07,114000.0
KH01931,2025-12-07,319000.0
KH00553,2025-12-07,203000.0
KH00546,2025-12-07,36000.0
KH00634,2025-12-07,154000.0
KH01600,2025-12-07,438000.0
KH01473,2025-12-07,230000.0
KH01474,2025-12-07,50000.0
KH00407,2025-12-07,100000.0
KH00191,2025-12-07,244000.0
KH01949,2025-12-07,666000.0
KH00460,2025-12-07,88000.0
KH01550,2025-12-07,65000.0
KH02469,2025-12-07,292000.0
KH00570,2025-12-07,108000.0
KH00284,2025-12-08,38000.0
KH01963,2025-12-08,143000.0
KH02067,2025-12-08,91000.0
KH01941,2025-12-08,412000.0
KH02275,2025-12-08,1284000.0
KH00860,2025-12-08,133000.0
KH01243,2025-12-08,250000.0
KH01268,2025-12-08,1157000.0
KH00735,2025-12-08,112000.0
KH01483,2025-12-08,317000.0
KH02139,2025-12-08,118000.0
KH00957,2025-12-08,171000.0
KH02397,2025-12-08,46000.0
KH00333,2025-12-08,73000.0
KH01149,2025-12-08,235000.0
KH02303,2025-12-08,39000.0
KH02218,2025-12-08,118000.0
KH00218,2025-12-08,155000.0
KH01510,2025-12-08,114000.0
KH00248,2025-12-08,207000.0
KH02018,2025-12-08,172000.0
KH00452,2025-12-08,310000.0
KH01958,2025-12-08,401000.0
KH01575,2025-12-08,68000.0
KH01833,2025-12-08,490000.0
KH01760,2025-12-08,151000.0
KH01473,2025-12-08,535000.0
KH00169,2025-12-08,79000.0
KH02101,2025-12-08,76000.0
KH01601,2025-12-08,816000.0
KH00954,2025-12-08,2507000.0
KH01139,2025-12-08,427000.0
KH00073,2025-12-08,101000.0
KH00752,2025-12-08,176000.0
KH00866,2025-12-08,121000.0
KH02167,2025-12-08,182000.0
KH01004,2025-12-08,74000.0
KH00318,2025-12-08,545000.0
KH00657,2025-12-08,165000.0
KH01730,2025-12-08,50000.0
KH01963,2025-12-08,216000.0
KH00126,2025-12-08,144000.0
KH00185,2025-12-08,103000.0
KH01225,2025-12-08,273000.0
KH01048,2025-12-08,231000.0
KH01740,2025-12-08,93000.0
KH01877,2025-12-08,132000.0
KH01450,2025-12-08,371000.0
KH00236,2025-12-08,296000.0
KH00731,2025-12-08,119000.0
KH02104,2025-12-08,86000.0
KH00906,2025-12-08,47000.0
KH00181,2025-12-08,130000.0
KH00349,2025-12-08,175000.0
KH01791,2025-12-08,5781000.0
KH00526,2025-12-08,109000.0
KH00367,2025-12-08,431000.0
